Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Interest & Dividend Income/(Expense) - Net - Finance,Non-Interest Business Revenue/(Expense) - Net - Total,Revenue from Business Activities - Total,Provision & Impairment for Loan Losses,"Selling, General & Administrative Expenses - Total",Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,Loans & Receivables - Total,Investments - Total,Total Assets,Deposits - Total,Common Equity - Total,Tangible Total Equity,Earning Assets,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Book Value per Share,Tangible Book Value per Share,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM","Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",Fee Revenue - %,Efficiency Ratio - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",Interest & Dividend Income/(Expense) - Net - Finance,Non-Interest Business Revenue/(Expense) - Net - Total,Revenue from Business Activities - Total,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Deposits - Total,Loans & Receivables - Total,Total Assets,Capital Adequacy - Total (%),Capital Adequacy - Tier 1 (%),Capital Adequacy - Core Tier 1 (%),Capital Adequacy - Tier 2 (%),Risk Weighted Assets,Leverage Ratio - Basel 3 - %,Reserves for Loan Losses - Total Percentage of Loans - Gross - Total,Reserves for Loan Losses - Total to Loans - Non-Performing & Impaired,Reserves for Loan Losses - Total Percentage of Total Assets,Loans - Non-Performing & Impaired Percentage of Loans - Gross - Total,Loans - Non-Performing & Impaired Percentage of Shareholders Equity - Common,Loans - Non-Performing & Impaired Percentage of Reserves for Loan Losses - Total,Loans - Gross - Total Percentage of Total Assets,Loans to Deposits (End of Period),Loan Loss Coverage Ratio,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Earnings Retention Rate,Dividend Payout Ratio - %,Dividend Coverage - %
2017-12-29,COF,Capital One Financial Corp,19.5,26.33,39.145,49.14,62.68,73.335,81.62,88.425,93.975,98.525,87.55480194091797,88.47800077154119,87.5372133681013,88.47800077154119,1119400.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-02,COF,Capital One Financial Corp,19.85,26.67,39.275,49.255,62.57,73.3,81.615,88.44,94.005,98.585,87.5811767578125,88.09992561072528,86.83382341829115,87.99442100773283,1663700.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-03,COF,Capital One Financial Corp,19.415,26.115,38.51,48.325,61.455,72.055,80.3,87.075,92.62,97.19,87.43170928955078,87.73064794848214,86.82503097715171,87.48446159216806,2323700.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-04,COF,Capital One Financial Corp,19.495,26.155,38.475,48.225,61.225,71.775,79.99,86.76,92.3,96.875,89.17259979248047,89.82324281040118,87.65151697410413,88.24060669664121,2149100.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-05,COF,Capital One Financial Corp,12.76,22.68,37.795,48.845,61.24,81.065,94.995,105.55,113.64,119.96,89.18138885498047,89.41878090410201,88.57471059556221,89.31327630808111,2058500.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-08,COF,Capital One Financial Corp,12.705,22.555,37.535,48.48,60.74,80.43,94.285,104.795,112.86,119.16,88.62747955322266,89.19898073403918,88.37249890408401,89.1726045820723,1763400.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-09,COF,Capital One Financial Corp,11.985,21.91,36.08,46.27,60.135,79.09,92.415,102.59,110.445,116.615,89.41000366210938,89.65619002538284,88.48679809175859,88.84729005803422,2164200.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-10,COF,Capital One Financial Corp,12.045,22.01,36.15,46.24,60.465,79.445,92.78,102.945,110.785,116.935,90.68489837646484,91.17727109308946,89.06709847436957,89.41000186031532,2620600.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-11,COF,Capital One Financial Corp,11.795,21.62,35.895,46.11,59.185,78.115,91.41,101.575,109.42,115.59,91.8103256225586,91.84549606063717,90.47388251594853,90.99263138443841,2177700.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-12,COF,Capital One Financial Corp,11.735,21.53,35.83,46.08,59.445,78.02,91.07,101.07,108.82,114.92,92.6983871459961,93.55125206517046,91.9334449930292,92.24997231783777,2298000.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-16,COF,Capital One Financial Corp,11.62,21.4,35.71,45.965,59.445,78.0,90.94,100.91,108.68,114.78,91.8103256225586,93.61277200265341,91.21244159137314,93.1995277403241,2675500.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-17,COF,Capital One Financial Corp,12.02,21.96,36.115,46.22,59.33,78.91,92.655,103.14,111.25,117.58,91.78395080566406,92.79507911388183,90.78161678411261,92.3290825416961,2287300.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-18,COF,Capital One Financial Corp,12.09,22.055,36.18,46.25,59.115,78.97,92.89,103.49,111.675,118.045,90.92231750488281,92.0037802077986,90.67612438339692,91.81914039774168,2637800.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-19,COF,Capital One Financial Corp,12.305,22.395,36.68,46.865,59.84,79.855,93.85,104.48,112.68,119.055,91.7751693725586,91.80155223625259,89.77929533659011,90.29804428527652,2928900.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-22,COF,Capital One Financial Corp,11.66,21.41,35.755,46.285,59.5,77.815,90.66,100.565,108.29,114.35,92.75111389160156,92.79507861662228,91.22123671554884,91.73119801025815,2407000.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-23,COF,Capital One Financial Corp,11.9,21.77,35.995,46.285,60.175,78.82,91.895,101.935,109.735,115.845,92.9445571899414,93.12919697885113,91.32675711106998,92.49614244083156,2904100.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-24,COF,Capital One Financial Corp,12.035,21.98,36.13,46.27,60.74,79.5,92.655,102.745,110.585,116.715,92.54888153076172,93.63913816256265,91.46741247648642,91.66084651124089,4170600.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-25,COF,Capital One Financial Corp,12.09,22.0,36.095,46.195,60.57,79.275,92.395,102.47,110.29,116.42,91.66964721679688,93.11160158476626,91.16848023168647,92.81265622609826,2615700.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-26,COF,Capital One Financial Corp,11.835,21.66,35.915,46.125,59.93,78.495,91.51,101.53,109.32,115.435,92.23236083984375,92.30270171346007,91.13330984486961,92.03892679143631,3036500.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-29,COF,Capital One Financial Corp,11.84,21.685,35.935,46.13,60.57,78.885,91.72,101.615,109.32,115.37,91.9686050415039,92.99731537676874,91.74000050875296,91.91585272935997,2258000.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-30,COF,Capital One Financial Corp,11.945,21.84,36.035,46.18,60.025,78.965,92.225,102.385,110.27,116.435,90.97505950927734,92.24116858683504,90.96626522177323,91.52897887667089,1821800.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-01-31,COF,Capital One Financial Corp,11.89,21.765,35.985,46.16,59.675,78.615,91.88,102.04,109.92,116.09,91.40589141845703,91.8455119081811,90.89593004043881,91.0278175289713,2231100.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-02-01,COF,Capital One Financial Corp,11.96,21.855,36.045,46.19,59.895,78.87,92.15,102.335,110.23,116.41,92.07411193847656,92.10048809327795,90.57939832166369,91.23882902400219,1754600.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-02-02,COF,Capital One Financial Corp,12.165,22.08,36.28,46.425,60.05,79.04,92.325,102.505,110.395,116.56,89.30450439453125,92.21478983713706,89.25175208330553,91.72241704416057,1826600.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-02-05,COF,Capital One Financial Corp,12.225,22.28,36.665,46.925,60.75,79.885,93.235,103.43,111.325,117.475,85.286376953125,89.74412855235188,84.03785634374957,88.39889089638348,3056400.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-02-06,COF,Capital One Financial Corp,12.435,22.43,36.74,46.95,60.595,79.745,93.105,103.325,111.235,117.41,86.5524673461914,86.86899457393716,81.8924883773263,83.37840749046188,3956900.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-02-07,COF,Capital One Financial Corp,12.105,22.09,36.38,46.57,60.325,79.375,92.68,102.86,110.745,116.905,86.2711181640625,87.59876707233637,86.06888980869446,86.08647838293983,2481300.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-02-08,COF,Capital One Financial Corp,12.055,22.045,36.19,46.33,59.88,79.06,92.445,102.685,110.615,116.8,80.71429443359375,86.45573481051848,80.53844227857438,86.40297580997576,3962500.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-02-09,COF,Capital One Financial Corp,12.135,22.115,36.225,46.29,63.25,85.835,101.125,112.55,121.21,127.84,81.26182556152344,82.56879990415582,78.3741282512709,81.526754887205,5557800.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-02-12,COF,Capital One Financial Corp,12.03,21.825,35.66,45.515,62.135,84.43,99.57,110.91,119.53,126.145,84.06121826171875,85.26221947204233,82.05660307411193,82.26854922000362,2766500.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-02-13,COF,Capital One Financial Corp,11.89,21.755,35.665,45.585,62.325,84.62,99.76,111.1,119.72,126.33,84.16715240478516,84.34377412547354,82.71006194932701,83.54016045555832,2109200.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-02-14,COF,Capital One Financial Corp,11.75,21.32,34.83,44.45,60.67,82.585,97.53,108.775,117.34,123.94,85.99517059326172,86.07465207548661,83.54018521620779,83.54018521620779,2506000.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-02-15,COF,Capital One Financial Corp,11.505,20.92,34.185,43.63,59.56,81.12,95.885,107.02,115.53,122.095,87.13434600830078,87.70835491590084,85.90685345720561,86.79877478324784,2089200.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-02-16,COF,Capital One Financial Corp,10.92,19.925,32.62,41.65,56.91,77.73,92.12,103.045,111.45,117.975,87.89381408691406,88.54729781504209,86.7016457320733,86.78112047826114,2136000.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
2018-02-20,COF,Capital One Financial Corp,11.215,20.52,33.615,43.155,59.035,80.235,94.725,105.78,114.24,120.775,86.94892120361328,88.09693932226845,86.61334988985894,87.22267657174359,2388500.0,5473.0,942.0,6415.0,1800.0,2632.0,1490.0,1047.0,239255.0,68840.0,350593.0,239763.0,44777.0,34071.0,313464.0,2417.0,565.0,261.0,-2786.0,92.57,61.43,1.96,488.1,0.0,1.46,12.55,48.71,23.23,29.73,16.32,7.55,1.06,5473.0,942.0,6415.0,1.96,483.69,239763.0,239255.0,350593.0,14.9,12.2,10.7,2.7,282557.05,10.3,2.9,5.55,2.05,0.52,2.89,18.02,70.64,1.01,2.03,14.25,50.41,101.66,0.8,20.44,489.29
