Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Net Premiums Earned,Investment Income/(Expense) - Net - Insurance,Revenue from Business Activities - Total,Insurance Claims/Reserves - Total,Underwriting Expenses,Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Investments including Loans - Total,Total Assets,Insurance Reserves - Total,Debt - Total,Earning Assets,Tangible Total Equity,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Book Value per Share,Tangible Book Value per Share,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",Loss Ratio - Insurance - %,Expense Ratio - %,Combined Ratio - Insurance - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",Net Premiums Earned,Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Investments including Loans - Total,Tangible Total Equity,Total Assets,Claims Ratio - Insurance - %,Operating Ratio - Insurance - %,Investment Ratio - %,Claims & Loss Expense Percentage of Gross Premiums Written,Operating Income Percentage of Net Premiums Earned,Operating Income Percentage of Gross Premiums Written,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Earnings Retention Rate,Dividend Payout Ratio - %,Dividend Coverage - %
2020-05-13,ALL,Allstate Corp,6.24,7.441,11.1408,14.2881,19.4993,24.7301,28.4638,31.7908,34.347,36.3753,81.65714263916016,86.36608290233734,81.09845022434487,85.95815273174954,2798200.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-05-14,ALL,Allstate Corp,6.3713,7.4892,11.1896,14.7143,19.2383,24.8773,28.9,32.4416,35.1578,37.309,83.28884887695312,83.49281730977161,79.37803648047037,80.85900142755088,1690400.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-05-15,ALL,Allstate Corp,6.3079,6.987,10.6812,14.1697,18.2475,24.1208,28.3093,31.976,34.7865,37.011,84.58358764648438,84.78755608494521,81.6305276283545,82.54393709085379,2439700.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-05-18,ALL,Allstate Corp,5.801,6.1462,9.8118,13.1621,17.0488,21.8328,25.286,28.4044,30.8106,32.7256,87.82930755615234,88.70724400660845,86.96023429841283,87.16420274942584,1611800.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-05-19,ALL,Allstate Corp,6.5225,6.8903,10.2665,13.4715,17.2202,21.7715,25.0174,27.974,30.2908,32.1603,86.25965881347656,88.13969088826778,86.21532255127725,87.23515130300738,1180200.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-05-20,ALL,Allstate Corp,5.3482,5.2376,7.0076,10.0083,14.3617,18.4489,21.365,24.1452,26.3646,28.184,86.01134490966797,87.74062132988321,85.7985132827691,87.41250054882606,2386800.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-05-21,ALL,Allstate Corp,5.681,5.8826,8.8062,12.0473,14.6811,17.3466,19.4253,21.5197,23.2829,24.7934,83.47509002685547,85.87833473257903,81.65714083499779,85.56795382331518,2972300.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-05-22,ALL,Allstate Corp,6.8022,6.9918,10.4663,12.5529,16.5546,20.1784,22.8329,25.3659,27.4153,29.1133,84.08699035644531,84.299822017712,82.19809498538586,83.74113636971325,1510200.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-05-26,ALL,Allstate Corp,5.2054,5.6179,8.1475,10.56,14.8971,19.3095,22.4545,25.4643,27.8698,29.8391,83.4041519165039,87.01345400935375,83.24452647991954,86.81835550177324,2756600.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-05-27,ALL,Allstate Corp,5.3159,5.1535,6.6617,10.0309,14.2306,18.3982,21.3684,25.3058,28.3426,30.76,86.6675796508789,86.68531279931008,83.82979553045269,85.49699564636913,2711600.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-05-28,ALL,Allstate Corp,5.368,5.6932,6.7392,10.0493,15.4336,19.4873,22.3768,25.7834,28.407,30.4934,87.62174224853516,88.55805841238892,86.42681573030967,87.91600915523937,1932700.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-05-29,ALL,Allstate Corp,5.395,5.7199,8.6364,11.5132,15.5683,20.0809,23.2957,26.9861,29.805,32.0296,87.22046661376953,87.41664910640102,85.69560288020818,87.11346292934353,2112400.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-01,ALL,Allstate Corp,6.8041,6.5912,8.8917,11.3405,14.3599,19.6375,23.3923,27.5282,30.6682,33.1325,88.34406280517578,88.80776136412449,87.3631570356926,87.71093265575128,1601100.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-02,ALL,Allstate Corp,5.2133,5.637,7.5094,9.767,13.7683,18.896,22.5453,26.577,29.6974,32.1889,88.2816162109375,88.9236654173771,87.69306883723898,88.63831097044691,1586000.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-03,ALL,Allstate Corp,5.2812,5.753,7.6736,9.8303,14.9883,18.9156,21.7122,25.0362,27.6448,29.7534,89.53897857666016,89.98484539924273,88.91476094301186,89.39629792780758,1673200.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-04,ALL,Allstate Corp,5.8608,5.9388,7.4932,9.8965,14.2997,18.0783,20.767,23.9718,26.5014,28.5557,90.83198547363281,91.03708039271434,88.50456022225761,89.08418842570052,1980800.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-05,ALL,Allstate Corp,6.9033,7.118,7.9859,10.5839,9.2451,13.7786,17.0,20.5568,23.3736,25.6677,94.05113983154297,95.05879630694284,91.72371469147004,94.92503491202392,2313500.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-08,ALL,Allstate Corp,4.1532,4.6278,6.6118,8.229,13.5368,17.7921,20.818,24.6563,27.614,29.967,95.40658569335938,95.48684526330972,93.42693581083425,94.21166581306801,2240200.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-09,ALL,Allstate Corp,3.6515,5.1041,8.4148,11.5933,13.171,19.0204,23.1721,27.153,30.2202,32.66,92.03582000732422,94.41674698219816,91.67912522227422,93.9976379234056,1654900.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-10,ALL,Allstate Corp,4.8412,5.9212,8.8267,11.7631,15.6926,20.9037,24.6038,28.9678,32.3283,35.0,90.93901062011719,92.74030979769687,90.68040701677468,91.83074436817196,2013100.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-11,ALL,Allstate Corp,4.8525,6.4871,10.5352,14.1017,18.1315,23.6148,27.5077,30.6591,33.0509,34.9272,84.52742767333984,89.37846057203703,84.51850843250607,88.9325937777711,2295400.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-12,ALL,Allstate Corp,5.3023,6.1692,8.7701,12.2889,17.3288,22.549,26.2571,29.2841,31.6012,33.4336,85.3388900756836,86.94401303773482,83.16306504237537,86.80133241738073,2198800.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-15,ALL,Allstate Corp,6.4935,7.1789,8.1233,10.9021,14.8299,21.1215,25.584,29.1201,31.7877,33.8691,87.23828887939453,87.75549593593232,82.66369172572833,83.01146724223801,2049000.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-16,ALL,Allstate Corp,5.1214,5.5238,5.9085,7.5186,15.9568,17.517,18.6278,19.8261,20.8873,21.8267,88.38863372802734,90.13643070526963,86.68541934716215,89.73514651755264,1850200.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-17,ALL,Allstate Corp,5.1481,5.2116,6.3893,7.4926,11.5785,16.9446,20.7509,23.9791,26.5298,28.592,87.34530639648438,88.86125765054688,87.12237298883292,88.39755235273475,1566900.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-18,ALL,Allstate Corp,6.0518,6.6451,7.5231,9.1619,14.3016,18.3008,21.1388,23.6564,25.682,27.3444,88.05867767333984,88.29944270994407,86.14144940635695,86.90834071315011,1337000.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-19,ALL,Allstate Corp,4.9546,5.8072,7.7974,9.7575,12.9292,18.7979,22.9589,26.4545,29.1932,31.3904,88.04086303710938,90.06509535506434,86.95294693536758,90.06509535506434,3654700.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-22,ALL,Allstate Corp,4.5305,5.4854,7.4338,10.5141,13.1113,18.3666,22.0918,25.2686,27.7766,29.8012,86.64083862304688,87.9070986844243,86.44465614526413,87.29180033199431,1465300.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-23,ALL,Allstate Corp,4.2366,5.3135,7.4949,9.7245,13.049,17.7317,21.0517,24.027,26.3357,28.1833,86.19496154785156,88.53129891414179,86.08795108090153,88.21027431667821,1672300.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-24,ALL,Allstate Corp,4.5838,6.6011,7.7683,9.3951,14.0391,19.0062,22.5274,25.6482,28.0607,29.9848,82.88662719726562,85.51724513900646,82.8242061235775,85.42807314850724,2743600.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-25,ALL,Allstate Corp,4.0879,5.4612,8.9327,11.7934,14.4171,19.5174,23.1322,26.3252,28.7847,30.7405,85.454833984375,85.49941658310608,83.15415962415898,83.2611701072112,1652400.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-26,ALL,Allstate Corp,4.5636,5.7982,9.0387,11.2522,15.7328,20.0795,23.1631,25.9602,28.1504,29.917,84.34016418457031,85.33890144657886,83.56435351564238,84.26882386488761,2418300.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-29,ALL,Allstate Corp,4.7842,5.3958,7.7807,10.4153,14.1863,19.4728,23.2177,26.514,29.0509,31.0664,85.10704803466797,85.49940615121218,84.34015667483204,85.21405170127696,1262200.0,9517.0,246.0,9866.0,5491.0,1365.0,1326.0,837.0,338.0,77696.0,116107.0,72270.0,6633.0,77696.0,21629.0,22203.0,1027.0,155.0,65.0,0.0,70.49,62.41,2.48,322.4,2.22,59.1,25.8,84.9,13.44,10.45,18.82,8.48,19.31,3.79,9517.0,9866.0,1326.0,837.0,2.48,315.0,77696.0,21629.0,116107.0,56.13,32.04,2.58,57.7,13.93,13.93,5.71,21.53,27.44,16.37,0.78,21.6,463.01
2020-06-30,ALL,Allstate Corp,4.1547,6.0187,8.6815,10.3966,14.1734,19.2906,22.9144,26.121,28.5926,30.5582,86.4892349243164,87.10453324958247,85.08030108890812,85.20514324136977,1839800.0,9486.0,220.0,10403.0,5354.0,1344.0,2209.0,1106.0,547.0,82696.0,121266.0,73623.0,6634.0,82696.0,24442.0,25016.0,1849.0,163.0,101.0,209.0,79.92,71.8,3.41,317.0,2.14,58.0,31.8,89.8,21.23,13.26,19.8,10.63,18.83,3.88,9486.0,10403.0,2209.0,1106.0,3.41,313.0,82696.0,24442.0,121266.0,54.95,29.94,2.32,56.44,23.29,23.29,5.47,19.73,24.58,27.96,0.84,15.74,635.29
2020-07-01,ALL,Allstate Corp,5.7188,6.073,6.8389,8.6445,13.1962,18.3998,22.0835,25.333,27.845,29.848,85.18732452392578,86.88162001905016,85.04465066089236,86.25740911192527,1611000.0,9486.0,220.0,10403.0,5354.0,1344.0,2209.0,1106.0,547.0,82696.0,121266.0,73623.0,6634.0,82696.0,24442.0,25016.0,1849.0,163.0,101.0,209.0,79.92,71.8,3.41,317.0,2.14,58.0,31.8,89.8,21.23,13.26,19.8,10.63,18.83,3.88,9486.0,10403.0,2209.0,1106.0,3.41,313.0,82696.0,24442.0,121266.0,54.95,29.94,2.32,56.44,23.29,23.29,5.47,19.73,24.58,27.96,0.84,15.74,635.29
2020-07-02,ALL,Allstate Corp,4.4237,5.243,6.4635,8.3893,11.3344,17.2844,21.4939,25.1352,27.9331,30.1532,83.90320587158203,86.73000637603808,83.70703020678864,86.56057482563008,1941300.0,9486.0,220.0,10403.0,5354.0,1344.0,2209.0,1106.0,547.0,82696.0,121266.0,73623.0,6634.0,82696.0,24442.0,25016.0,1849.0,163.0,101.0,209.0,79.92,71.8,3.41,317.0,2.14,58.0,31.8,89.8,21.23,13.26,19.8,10.63,18.83,3.88,9486.0,10403.0,2209.0,1106.0,3.41,313.0,82696.0,24442.0,121266.0,54.95,29.94,2.32,56.44,23.29,23.29,5.47,19.73,24.58,27.96,0.84,15.74,635.29
2020-07-06,ALL,Allstate Corp,4.6369,4.864,6.3575,8.0653,11.2328,16.3679,20.0008,23.2166,25.7157,27.717,85.28540802001953,86.33765402726445,84.79495177806248,85.45483959512978,1451400.0,9486.0,220.0,10403.0,5354.0,1344.0,2209.0,1106.0,547.0,82696.0,121266.0,73623.0,6634.0,82696.0,24442.0,25016.0,1849.0,163.0,101.0,209.0,79.92,71.8,3.41,317.0,2.14,58.0,31.8,89.8,21.23,13.26,19.8,10.63,18.83,3.88,9486.0,10403.0,2209.0,1106.0,3.41,313.0,82696.0,24442.0,121266.0,54.95,29.94,2.32,56.44,23.29,23.29,5.47,19.73,24.58,27.96,0.84,15.74,635.29
