Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Net Premiums Earned,Investment Income/(Expense) - Net - Insurance,Revenue from Business Activities - Total,Insurance Claims/Reserves - Total,Underwriting Expenses,Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Investments including Loans - Total,Total Assets,Insurance Reserves - Total,Debt - Total,Earning Assets,Tangible Total Equity,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Book Value per Share,Tangible Book Value per Share,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",Non-GAAP Adjusted Net Earnings - Company Reported,Non-GAAP EPS Diluted - Company Reported,Loss Ratio - Insurance - %,Expense Ratio - %,Combined Ratio - Insurance - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM",Net Premiums Earned,Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Investments including Loans - Total,Tangible Total Equity,Total Assets,Claims Ratio - Insurance - %,Operating Ratio - Insurance - %,Investment Ratio - %,Operating Income Percentage of Net Premiums Earned,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Earnings Retention Rate,Dividend Payout Ratio - %,Dividend Coverage - %
2021-07-02,AIG,American International Group Inc,14.3982,22.6043,35.8361,46.8237,60.8807,76.9374,88.2411,95.2888,100.7175,105.0229,44.353397369384766,44.667240493481025,44.13186311780119,44.61185869119686,1995000.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-06,AIG,American International Group Inc,14.9068,22.8242,36.1355,46.0995,60.9934,76.3558,87.1692,93.9275,99.1317,103.2588,43.02417755126953,44.021088639068594,42.75648712611841,43.86416885129091,3598600.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-07,AIG,American International Group Inc,14.8297,22.9961,36.7401,47.1791,61.0716,76.8211,87.9048,94.9976,100.4577,104.7863,43.190330505371094,43.43032651345269,42.4795680858503,42.64572052268494,4108200.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-08,AIG,American International Group Inc,15.1547,23.3809,37.0056,47.8162,62.9796,79.0294,90.323,97.3817,102.8167,107.1252,41.40880584716797,42.46110216347585,41.16880634131571,42.341102410549716,5412000.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-09,AIG,American International Group Inc,15.4315,23.2498,37.417,47.2999,62.1981,77.7582,88.7072,96.1014,101.7904,106.2977,43.26417541503906,43.45802227815844,42.027264747684576,42.34110785794537,5044800.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-12,AIG,American International Group Inc,15.2907,23.2154,37.0396,46.9738,62.0507,77.6958,88.6937,96.2407,102.0426,106.6361,43.79032516479492,44.05801561076135,42.43341820307844,42.78418135169989,3450700.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-13,AIG,American International Group Inc,15.1261,23.1012,36.5673,46.721,61.7289,77.5032,88.5898,96.2249,102.0925,106.7376,43.13494873046875,43.891863884368405,43.08879605449408,43.7534058564444,2983400.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-14,AIG,American International Group Inc,15.159,23.0457,36.8518,46.8787,61.5453,76.9359,87.7553,94.8223,100.2568,104.561,42.839561462402344,43.707243623054595,42.47956570980431,43.282633428770914,2792200.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-15,AIG,American International Group Inc,14.6096,22.3691,35.9665,45.5656,58.9399,74.8397,86.0124,94.6772,101.3272,106.5855,44.37185287475586,44.491852631456325,43.40263273826243,43.845704700053055,7698900.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-16,AIG,American International Group Inc,14.4088,22.0286,35.4712,45.2199,58.6045,74.6999,86.0117,93.2986,98.904,103.3446,43.2918701171875,44.53800991886326,43.051870578900285,44.491857244953664,4384800.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-19,AIG,American International Group Inc,14.7987,22.6707,35.8403,45.8259,60.2999,76.1004,87.2036,94.6517,100.378,104.9129,41.473426818847656,42.25803285653184,41.1134310245873,41.99957505987793,5465300.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-20,AIG,American International Group Inc,14.9766,22.5853,36.0821,46.2598,60.5225,76.5304,87.7805,95.4767,101.393,106.0778,43.596473693847656,43.87339321477606,41.41803402575816,41.51034288021613,5131200.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-21,AIG,American International Group Inc,14.5705,22.5427,35.4001,45.166,59.0082,74.4328,85.2674,92.4143,97.9073,102.2564,44.57493591308594,45.202622172133886,43.984173203681635,43.984173203681635,3970900.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-22,AIG,American International Group Inc,14.5357,21.8433,34.5435,44.8853,59.0181,75.1616,86.49,93.2678,98.4786,102.6046,43.90108871459961,44.3995424560766,43.60570741549367,44.3995424560766,2815300.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-23,AIG,American International Group Inc,14.4557,21.7306,34.2303,44.7733,58.3844,74.3763,85.5966,92.4515,97.7206,101.8921,43.67033004760742,44.63031768919402,43.50417759553554,44.279554531463155,3029600.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-26,AIG,American International Group Inc,14.7856,21.9389,34.3295,43.8572,58.5601,73.9845,84.8074,91.8352,97.2348,101.5074,44.039546966552734,44.31646649587542,43.55032234737522,43.6426276834085,3026800.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-27,AIG,American International Group Inc,14.8038,22.012,34.551,44.4208,59.0717,74.7958,85.8253,92.8194,98.1916,102.4426,43.77185821533203,44.131857490391575,43.181095591474815,43.458018652478,2347700.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-28,AIG,American International Group Inc,14.6748,21.8717,34.5087,45.2111,59.674,75.6318,86.8248,93.6577,98.9095,103.0668,43.33802795410156,44.076481388299534,42.627265423303605,43.91032892545202,2956000.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-29,AIG,American International Group Inc,14.8861,22.4058,35.8903,45.5998,59.6478,74.8676,85.5472,92.1068,97.1846,101.2294,44.18724060058594,44.298011236772844,43.393401980695266,43.91032105256487,3492500.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-07-30,AIG,American International Group Inc,14.8464,22.874,36.9577,46.5794,60.0038,75.0259,85.565,92.039,97.057,101.0584,43.70724868774414,44.56570182244089,43.513405340225106,43.84571023381396,4695600.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-08-02,AIG,American International Group Inc,14.828,22.3048,34.9483,44.791,59.6008,75.0597,85.8964,94.1403,100.4613,105.4543,43.7257080078125,45.082618406734376,43.64263178907803,44.18724177384327,2779100.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-08-03,AIG,American International Group Inc,14.8477,22.374,34.8295,45.0211,59.6111,75.606,86.8144,94.634,100.6316,105.3717,44.06724166870117,44.12262346218937,42.86725116518805,44.039547250734195,2346500.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-08-04,AIG,American International Group Inc,14.6889,22.12,34.4131,44.7709,59.601,75.4591,86.5708,93.8995,99.5244,103.9728,43.467254638671875,43.97494112860433,43.171873280121225,43.42110196162775,3592100.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-08-05,AIG,American International Group Inc,14.6721,22.0226,35.2355,45.5062,59.8161,75.4714,86.4433,93.4561,98.8419,103.1022,44.916473388671875,44.99954962112906,43.93802037542318,43.93802037542318,4686400.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-08-06,AIG,American International Group Inc,13.6803,21.7663,33.745,43.5299,59.2203,74.8365,85.7809,92.7046,98.0227,102.2305,47.0302848815918,47.42720414653317,46.15337014459986,46.384136995322855,4807600.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-08-09,AIG,American International Group Inc,14.5977,22.0098,34.8122,44.8601,59.0431,75.1543,86.4308,93.4876,98.9039,103.1866,47.861053466796875,48.13797656270688,46.5133756210917,46.7718334213027,4388700.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-08-10,AIG,American International Group Inc,14.3641,22.1823,35.1906,44.8837,58.9816,75.1458,86.4589,93.618,99.1116,103.4556,49.05180358886719,49.301032222198856,47.870278383048486,47.870278383048486,7491300.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-08-11,AIG,American International Group Inc,14.8,22.2533,35.3106,45.4698,59.4706,75.4067,86.5612,93.4649,98.7652,102.9573,49.919498443603516,49.95641847217292,48.71950772389835,49.31950308375094,5623200.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-08-12,AIG,American International Group Inc,14.7935,22.3394,35.377,45.4536,59.3782,75.3018,86.4443,93.5626,99.0253,103.3447,49.73488235473633,50.381030367038825,49.50411545900139,50.07641637448148,3647700.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-08-13,AIG,American International Group Inc,14.6654,22.1263,35.0502,45.0324,58.6148,74.7447,86.0283,93.1848,98.6762,103.0181,50.40871810913086,50.70409943546515,49.74410836426713,50.01179879163982,4675500.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-08-16,AIG,American International Group Inc,14.7321,21.8164,34.7867,44.5086,58.809,75.1213,86.5296,93.8459,99.459,103.8965,50.40871810913086,50.611794091444374,49.59641770109999,50.06718411078619,4648600.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-08-17,AIG,American International Group Inc,14.8481,22.2697,35.2608,45.2432,59.8132,75.5186,86.5067,93.4685,98.8103,103.034,49.8548698425293,50.73178459643639,49.670259175368024,50.07640757283469,4490900.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-08-18,AIG,American International Group Inc,14.8401,22.1788,35.2225,45.3133,59.5833,75.3841,86.4363,93.3557,98.6652,102.8635,49.62411117553711,50.676411166593105,49.411806056292214,49.61488204914531,5002900.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-08-19,AIG,American International Group Inc,15.044,22.6215,36.2806,46.4012,60.8628,76.9072,88.1255,95.2284,100.6782,104.9867,48.88565444946289,49.75334016182368,48.497967785727894,48.86719267672935,7291400.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-08-20,AIG,American International Group Inc,14.8975,22.534,35.9929,45.9805,60.4776,76.4514,87.6227,94.7619,100.24,104.5711,49.44873046875,49.68873001381257,48.664124426466906,48.959505773295135,4040800.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-08-23,AIG,American International Group Inc,14.9359,22.4038,35.66,45.7821,59.8146,75.9896,87.2936,94.1607,99.4303,103.5968,49.99333572387695,50.54717481610477,49.84564506453466,49.91025950792047,3738400.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
2021-08-24,AIG,American International Group Inc,14.7814,22.2652,34.9631,44.9362,58.8732,74.9876,86.2471,93.4715,99.0112,103.3889,50.177955627441406,50.482566106396646,49.744112725813594,49.993341401989774,3797600.0,7914.0,3675.0,10681.0,6956.0,915.0,592.0,150.0,2760.0,359539.0,598250.0,316867.0,35727.0,359539.0,66908.0,65598.0,2170.0,966.0,-660.0,-183.0,76.73,76.73,0.1,872.88,2.69,1331.0,1.52,61.3,31.2,92.5,5.54,1.38,-2.04,1.4,6.56,0.75,7914.0,10681.0,592.0,150.0,0.1,854.93,359539.0,66908.0,598250.0,77.88,39.59,46.44,7.48,5.97,34.81,53.4,1.75,-2.01,301.1,33.21
