Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Funds from Operations (FFO) - REIT,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Dividend Payout Ratio - %,Earnings Retention Rate
2020-05-11,AVB,AvalonBay Communities Inc,14.0677,26.33,42.6028,59.7098,78.1603,92.3342,102.2153,109.8828,115.6532,120.1008,133.4397735595703,138.26851036114914,133.32944653388924,137.98847136380417,1024100.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-05-12,AVB,AvalonBay Communities Inc,13.8068,25.9021,41.9617,58.8894,77.5775,91.5994,101.4114,109.0959,114.8803,119.3402,128.5685577392578,134.38172873090215,128.14423906685101,133.91497560141903,1859900.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-05-13,AVB,AvalonBay Communities Inc,14.1359,26.7283,43.3939,60.7732,79.6448,93.8341,103.7544,111.5104,117.3474,121.8412,128.1951446533203,129.25594124676985,126.68457134018236,127.7708260159405,1790300.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-05-14,AVB,AvalonBay Communities Inc,14.5366,27.3121,44.1387,61.7513,80.7559,95.1541,105.2187,113.0583,118.9527,123.4826,128.8740997314453,128.8740997314453,123.17973603484302,126.03965340310361,1666500.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-05-15,AVB,AvalonBay Communities Inc,14.2628,26.8266,43.421,60.7744,80.2032,94.5233,104.4985,112.2771,118.1247,122.6173,127.59265899658203,131.19936853247737,123.79075350356895,127.48233197292254,1980900.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-05-18,AVB,AvalonBay Communities Inc,14.0702,26.3315,42.3431,59.2138,77.6053,91.6763,101.5359,109.3384,115.2272,119.7641,134.49200439453125,136.19777325823216,130.6985955099682,133.04932390994344,1040300.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-05-19,AVB,AvalonBay Communities Inc,13.7763,25.7572,41.487,57.9323,76.1212,90.0481,99.7995,107.471,113.2708,117.7507,131.2417755126953,135.0097278352858,131.02961615173126,133.43975633365957,1174500.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-05-20,AVB,AvalonBay Communities Inc,13.2509,24.7271,39.7363,55.6207,73.5734,87.2922,96.8157,104.3665,110.0817,114.496,132.2431640625,132.79477317808994,129.0607738975302,132.79477317808994,1448000.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-05-21,AVB,AvalonBay Communities Inc,13.2585,24.7722,39.8952,55.8975,73.3999,87.0129,96.4839,104.0558,109.7987,114.2342,130.8429412841797,134.08474318956013,130.46105694721047,131.6746154704123,820300.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-05-22,AVB,AvalonBay Communities Inc,13.4407,24.995,40.1709,56.1108,73.7107,87.4395,96.9464,104.5372,110.2858,114.7185,130.41009521484375,131.2926852778592,129.81605168157057,130.8683666184958,1015700.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-05-26,AVB,AvalonBay Communities Inc,12.9302,24.1245,38.8865,54.7515,72.5242,86.3152,95.854,103.5656,109.4111,113.9212,136.1299285888672,137.95449382116666,133.60947447220997,134.78907994151714,983600.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-05-27,AVB,AvalonBay Communities Inc,12.973,24.0142,38.5622,53.9374,70.9597,84.2593,93.5933,101.1008,106.8123,111.2361,134.84849548339844,140.02518948651147,133.57553921533923,140.02518948651147,1015300.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-05-28,AVB,AvalonBay Communities Inc,13.6865,25.3402,40.6837,56.8879,74.825,88.6278,98.1893,105.8044,111.5429,115.9494,134.9587860107422,136.57968632824827,132.94751979479443,136.57968632824827,1226500.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-05-29,AVB,AvalonBay Communities Inc,13.9212,25.7646,41.3554,57.8163,76.0328,89.98,99.6024,107.2438,112.9853,117.3802,132.3959197998047,134.8145416368401,130.87686450913455,133.41429506751186,3918100.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-01,AVB,AvalonBay Communities Inc,14.3976,26.6104,42.6817,59.6394,78.4087,92.6553,102.4052,110.1026,115.8532,120.2298,136.13841247558594,137.3095362512937,131.7424768842306,132.3789549450841,1047500.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-02,AVB,AvalonBay Communities Inc,13.6817,25.2511,40.4819,56.5616,74.3613,88.0927,97.6221,105.2238,110.9591,115.3664,134.73814392089844,137.42832253160987,133.23605231678042,137.26707937731993,1483800.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-03,AVB,AvalonBay Communities Inc,13.5212,24.9336,39.9583,55.818,73.3742,86.9724,96.4395,104.0097,109.7346,114.1444,137.479248046875,138.3278853804977,135.79045509126175,136.26570287540005,1294400.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-04,AVB,AvalonBay Communities Inc,13.7112,25.2718,40.4848,56.537,74.2975,87.9971,97.4968,105.0716,110.7864,115.1775,134.82301330566406,137.35196196311432,133.88102531763437,136.74094202768003,1431600.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-05,AVB,AvalonBay Communities Inc,14.057,25.9023,41.4841,57.9147,76.0858,89.9942,99.5776,107.1815,112.8921,117.2611,146.55117797851562,147.67137248529752,140.0166733329514,140.02515504428044,2109900.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-08,AVB,AvalonBay Communities Inc,13.638,25.0666,40.1011,55.9502,73.47,87.0165,96.4366,103.9605,109.6455,114.0213,151.1168670654297,151.15928857581463,146.46632481981587,148.91888637213563,1378800.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-09,AVB,AvalonBay Communities Inc,14.1186,25.9468,41.4996,57.8882,76.0091,89.8835,99.4458,107.0334,112.7308,117.0903,147.849609375,148.96132230097416,146.30508308605513,148.51154551335375,917200.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-10,AVB,AvalonBay Communities Inc,14.65,26.9197,43.0511,60.048,78.8435,93.0842,102.8086,110.472,116.1872,120.5314,145.4140167236328,148.52001961789125,144.14106068443851,146.80578147518477,802900.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-11,AVB,AvalonBay Communities Inc,14.1059,25.8866,41.3915,57.7393,75.8275,89.7056,99.2847,106.8961,112.6158,116.9937,137.3689422607422,141.74791468618992,137.24165182071525,138.95590312509842,1187400.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-12,AVB,AvalonBay Communities Inc,14.2125,26.0681,41.6641,58.1093,76.3129,90.2591,99.8722,107.5065,113.2401,117.6279,138.96434020996094,141.24717632863698,135.51038062242037,141.24717632863698,1562800.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-15,AVB,AvalonBay Communities Inc,13.9928,25.6064,40.8863,56.995,74.824,88.561,98.075,105.6572,111.3715,115.7584,136.384521484375,138.11573607299684,133.98287610198454,133.98287610198454,1600500.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-16,AVB,AvalonBay Communities Inc,13.9619,25.5309,40.7532,56.7992,74.5576,88.2545,97.7502,105.3238,111.0356,115.4224,142.00250244140625,144.76057408357676,140.44101268102665,141.8412592581491,1116600.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-17,AVB,AvalonBay Communities Inc,12.886,23.515,37.5145,52.2828,68.6284,81.5628,90.7218,98.1398,103.8173,108.2397,138.10723876953125,143.4536433965436,136.8597409034477,142.8595998767842,1214400.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-18,AVB,AvalonBay Communities Inc,14.1776,25.8946,41.3103,57.555,75.5308,89.3687,98.9367,106.5528,112.2814,116.6747,136.0450439453125,137.27556544458506,134.65327928663325,136.4608808854047,1376400.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-19,AVB,AvalonBay Communities Inc,14.0761,25.6882,40.968,57.0688,74.8876,88.644,98.1806,105.7897,111.5244,115.9269,131.6151580810547,139.26987028844476,131.6151580810547,138.92192588147753,3239600.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-22,AVB,AvalonBay Communities Inc,13.7485,25.0494,39.917,55.5832,72.923,86.4186,95.8372,103.3893,109.1108,113.5245,132.5825958251953,133.77917747249634,129.2729156828488,131.93763616773666,1447700.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-23,AVB,AvalonBay Communities Inc,14.2927,26.0492,41.5049,57.781,75.791,89.6497,99.2277,106.8468,112.5783,116.9695,131.80186462402344,134.41566921329505,131.02960152849764,133.71129865960233,1127200.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-24,AVB,AvalonBay Communities Inc,13.7337,25.0075,39.8324,55.4503,72.7328,86.2004,95.6075,103.1492,108.8658,113.2764,128.6279754638672,130.81744853557208,126.59971966983069,130.23189961357315,998800.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-25,AVB,AvalonBay Communities Inc,14.5424,26.4967,42.2009,58.7341,77.0287,91.044,100.6927,108.3491,114.0913,118.4783,130.15548706054688,130.25733233299155,127.2531493048135,127.86416914277594,869000.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-26,AVB,AvalonBay Communities Inc,14.4331,26.2863,41.8566,58.2477,76.383,90.3115,99.9225,107.5612,113.2995,117.6906,128.4667510986328,131.0635798213337,127.40595420542618,129.58694588428497,1183100.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-29,AVB,AvalonBay Communities Inc,14.3629,26.1349,41.5909,57.8579,75.8609,89.7195,99.2998,106.927,112.6657,117.0634,131.2197723388672,131.2197723388672,127.76346173530348,129.82180587067177,680100.0,601.65,402.63,207.4,207.4,168.01,320.98,778.0,778.0,19891.34,8111.65,10911.93,341.7,177.91,127.05,740.81,1.19,140.78,4.18,66.92,34.47,34.47,27.94,0.05,27.92,7.22,4.07,5.39,601.65,207.4,207.4,168.01,1.19,140.73,40.78,42.63,74.33,3.71,74.77,133.75,-0.34
2020-06-30,AVB,AvalonBay Communities Inc,14.3706,26.1426,41.5962,57.8577,75.856,89.7157,99.2948,106.9214,112.6602,117.0569,132.62632751464844,133.25240519718218,130.32784337239607,130.97964937841513,1405000.0,576.41,378.3,186.48,186.48,170.87,311.1,322.82,322.82,19351.49,7650.4,10870.19,287.21,176.25,45.86,-452.73,1.21,140.74,4.02,65.63,32.35,32.35,29.45,-0.67,29.64,7.25,4.11,5.45,576.41,186.48,186.48,170.87,1.21,140.74,39.53,41.3,70.38,3.49,76.03,131.53,-0.32
2020-07-01,AVB,AvalonBay Communities Inc,14.2766,25.9619,41.298,57.4338,75.2903,89.071,98.6114,106.2158,111.9449,116.3398,136.4085235595703,137.0174445546589,132.59200358530302,132.96078487998594,690000.0,576.41,378.3,186.48,186.48,170.87,311.1,322.82,322.82,19351.49,7650.4,10870.19,287.21,176.25,45.86,-452.73,1.21,140.74,4.02,65.63,32.35,32.35,29.45,-0.67,29.64,7.25,4.11,5.45,576.41,186.48,186.48,170.87,1.21,140.74,39.53,41.3,70.38,3.49,76.03,131.53,-0.32
2020-07-02,AVB,AvalonBay Communities Inc,14.4076,26.1969,41.6611,57.9264,75.9226,89.7722,99.3405,106.9561,112.6828,117.0695,137.15467834472656,139.41029038748144,134.89906630197171,138.56980139092812,947300.0,576.41,378.3,186.48,186.48,170.87,311.1,322.82,322.82,19351.49,7650.4,10870.19,287.21,176.25,45.86,-452.73,1.21,140.74,4.02,65.63,32.35,32.35,29.45,-0.67,29.64,7.25,4.11,5.45,576.41,186.48,186.48,170.87,1.21,140.74,39.53,41.3,70.38,3.49,76.03,131.53,-0.32
2020-07-06,AVB,AvalonBay Communities Inc,14.8411,26.9647,42.8452,59.5365,78.0014,92.0967,101.7657,109.4214,115.1482,119.5128,136.785888671875,140.39656898192453,135.7738601534047,139.9849027966541,1240400.0,576.41,378.3,186.48,186.48,170.87,311.1,322.82,322.82,19351.49,7650.4,10870.19,287.21,176.25,45.86,-452.73,1.21,140.74,4.02,65.63,32.35,32.35,29.45,-0.67,29.64,7.25,4.11,5.45,576.41,186.48,186.48,170.87,1.21,140.74,39.53,41.3,70.38,3.49,76.03,131.53,-0.32
2020-07-07,AVB,AvalonBay Communities Inc,14.3752,26.0966,41.4548,57.5981,75.456,89.2304,98.7609,106.3559,112.0739,116.4588,132.69493103027344,135.71384726912603,132.56628942225947,134.61606192529484,1060300.0,576.41,378.3,186.48,186.48,170.87,311.1,322.82,322.82,19351.49,7650.4,10870.19,287.21,176.25,45.86,-452.73,1.21,140.74,4.02,65.63,32.35,32.35,29.45,-0.67,29.64,7.25,4.11,5.45,576.41,186.48,186.48,170.87,1.21,140.74,39.53,41.3,70.38,3.49,76.03,131.53,-0.32
2020-07-08,AVB,AvalonBay Communities Inc,14.8459,26.9565,42.8128,59.4759,77.9129,92.0011,101.6701,109.3294,115.0624,119.4352,131.47706604003906,133.58686677427676,131.16831311714665,132.69492115627233,841800.0,576.41,378.3,186.48,186.48,170.87,311.1,322.82,322.82,19351.49,7650.4,10870.19,287.21,176.25,45.86,-452.73,1.21,140.74,4.02,65.63,32.35,32.35,29.45,-0.67,29.64,7.25,4.11,5.45,576.41,186.48,186.48,170.87,1.21,140.74,39.53,41.3,70.38,3.49,76.03,131.53,-0.32
2020-07-09,AVB,AvalonBay Communities Inc,14.8486,26.9525,42.796,59.4425,77.8577,91.9301,101.5893,109.2417,114.9704,119.3397,130.05331420898438,131.60564988659422,128.5524351481707,130.74800470898643,1307600.0,576.41,378.3,186.48,186.48,170.87,311.1,322.82,322.82,19351.49,7650.4,10870.19,287.21,176.25,45.86,-452.73,1.21,140.74,4.02,65.63,32.35,32.35,29.45,-0.67,29.64,7.25,4.11,5.45,576.41,186.48,186.48,170.87,1.21,140.74,39.53,41.3,70.38,3.49,76.03,131.53,-0.32
2020-07-10,AVB,AvalonBay Communities Inc,14.7563,26.7741,42.5035,59.0292,77.3136,91.319,100.9562,108.6056,114.3416,118.7224,130.9967803955078,131.99163924496548,129.56451395887984,130.0362085218276,504600.0,576.41,378.3,186.48,186.48,170.87,311.1,322.82,322.82,19351.49,7650.4,10870.19,287.21,176.25,45.86,-452.73,1.21,140.74,4.02,65.63,32.35,32.35,29.45,-0.67,29.64,7.25,4.11,5.45,576.41,186.48,186.48,170.87,1.21,140.74,39.53,41.3,70.38,3.49,76.03,131.53,-0.32
2020-07-13,AVB,AvalonBay Communities Inc,14.9419,27.0882,42.9718,59.6481,78.0909,92.1719,101.8306,109.4799,115.2038,119.5674,130.482177734375,132.3432667832741,129.2042813076352,131.1682967090449,624500.0,576.41,378.3,186.48,186.48,170.87,311.1,322.82,322.82,19351.49,7650.4,10870.19,287.21,176.25,45.86,-452.73,1.21,140.74,4.02,65.63,32.35,32.35,29.45,-0.67,29.64,7.25,4.11,5.45,576.41,186.48,186.48,170.87,1.21,140.74,39.53,41.3,70.38,3.49,76.03,131.53,-0.32
2020-07-14,AVB,AvalonBay Communities Inc,14.5274,26.3159,41.734,57.9277,75.8415,89.6451,99.1867,106.7898,112.5108,116.8958,132.42047119140625,133.26954501957465,129.82180615303272,130.24205719484732,523200.0,576.41,378.3,186.48,186.48,170.87,311.1,322.82,322.82,19351.49,7650.4,10870.19,287.21,176.25,45.86,-452.73,1.21,140.74,4.02,65.63,32.35,32.35,29.45,-0.67,29.64,7.25,4.11,5.45,576.41,186.48,186.48,170.87,1.21,140.74,39.53,41.3,70.38,3.49,76.03,131.53,-0.32
2020-07-15,AVB,AvalonBay Communities Inc,14.9728,27.1255,43.0099,59.6853,78.1289,92.2125,101.8732,109.527,115.2525,119.6169,132.54054260253906,133.96423741072255,130.8166796923673,133.85275238387345,869700.0,576.41,378.3,186.48,186.48,170.87,311.1,322.82,322.82,19351.49,7650.4,10870.19,287.21,176.25,45.86,-452.73,1.21,140.74,4.02,65.63,32.35,32.35,29.45,-0.67,29.64,7.25,4.11,5.45,576.41,186.48,186.48,170.87,1.21,140.74,39.53,41.3,70.38,3.49,76.03,131.53,-0.32
2020-07-16,AVB,AvalonBay Communities Inc,14.6021,26.4345,41.9018,58.1409,76.1058,89.9375,99.49,107.0958,112.8148,117.1957,132.39474487304688,133.27811877936227,131.0225197879455,131.0225197879455,768000.0,576.41,378.3,186.48,186.48,170.87,311.1,322.82,322.82,19351.49,7650.4,10870.19,287.21,176.25,45.86,-452.73,1.21,140.74,4.02,65.63,32.35,32.35,29.45,-0.67,29.64,7.25,4.11,5.45,576.41,186.48,186.48,170.87,1.21,140.74,39.53,41.3,70.38,3.49,76.03,131.53,-0.32
2020-07-17,AVB,AvalonBay Communities Inc,15.0352,27.221,43.1411,59.8499,78.3336,92.4392,102.1085,109.7644,115.49,119.8523,131.9830780029297,132.96936518692198,131.04824745996197,132.75495379156425,893000.0,576.41,378.3,186.48,186.48,170.87,311.1,322.82,322.82,19351.49,7650.4,10870.19,287.21,176.25,45.86,-452.73,1.21,140.74,4.02,65.63,32.35,32.35,29.45,-0.67,29.64,7.25,4.11,5.45,576.41,186.48,186.48,170.87,1.21,140.74,39.53,41.3,70.38,3.49,76.03,131.53,-0.32
