Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Funds from Operations (FFO) - REIT,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Dividend Payout Ratio - %,Earnings Retention Rate
2016-07-07,AVB,AvalonBay Communities Inc,13.31,25.31,36.21,57.315,70.265,86.305,102.305,110.735,117.19,122.3,136.05770874023438,136.87020801329814,135.00444895890584,136.68212713944075,554600.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-07-08,AVB,AvalonBay Communities Inc,13.885,26.815,38.755,61.575,75.235,92.205,108.91,117.59,124.155,129.29,139.13470458984375,139.30773577393393,136.5617596960814,137.4043583103067,1098100.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-07-11,AVB,AvalonBay Communities Inc,13.345,25.36,36.24,57.325,70.26,86.335,102.39,110.86,117.345,122.485,138.84127807617188,139.1798212915128,137.76544970439383,139.1798212915128,680100.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-07-12,AVB,AvalonBay Communities Inc,13.39,25.455,36.38,57.545,70.495,86.595,102.655,111.12,117.605,122.73,139.6838836669922,139.71398303140037,137.6827006769769,138.82623545406335,743400.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-07-13,AVB,AvalonBay Communities Inc,12.615,23.955,34.2,54.065,66.245,81.62,97.115,105.41,111.825,116.945,141.0079803466797,141.2412102616824,139.4130582877724,140.14281296103732,705900.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-07-14,AVB,AvalonBay Communities Inc,12.315,23.26,33.225,52.595,64.575,79.68,94.995,103.22,109.585,114.68,139.5183563232422,141.4367830703712,138.84878903278226,140.96281570896895,482900.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-07-15,AVB,AvalonBay Communities Inc,12.07,22.895,32.885,52.045,64.06,79.08,94.405,102.56,108.905,113.95,137.87075805664062,139.10456775783445,136.9755030099152,139.10456775783445,828400.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-07-18,AVB,AvalonBay Communities Inc,11.685,22.125,31.735,50.2,61.785,76.4,91.405,99.455,105.76,110.795,137.79559326171875,138.09651810974842,137.32914482386155,137.75797478582828,476200.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-07-19,AVB,AvalonBay Communities Inc,11.745,22.085,31.735,50.39,62.155,76.945,92.08,100.095,106.365,111.36,138.6080322265625,138.7735442509867,137.17109214158006,137.47201683351074,460000.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-07-20,AVB,AvalonBay Communities Inc,11.51,21.715,31.145,49.43,61.06,75.575,90.435,98.345,104.575,109.55,138.2544708251953,138.87890060844916,137.42691051496885,138.65320129842885,395400.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-07-21,AVB,AvalonBay Communities Inc,11.42,21.495,30.77,48.79,60.295,74.65,89.39,97.25,103.46,108.42,138.427490234375,139.0594390651373,137.30652436016774,138.04380947559991,605000.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-07-22,AVB,AvalonBay Communities Inc,11.425,21.495,30.77,48.785,60.28,74.625,89.35,97.215,103.42,108.38,139.42059326171875,139.84941167730216,138.39743286652308,138.55541436927393,732400.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-07-25,AVB,AvalonBay Communities Inc,11.465,21.54,30.81,48.82,60.3,74.635,89.35,97.205,103.405,108.36,139.3076934814453,140.2706663137949,138.48014480215141,139.61614876606055,714200.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-07-26,AVB,AvalonBay Communities Inc,11.415,21.8,31.335,49.49,61.04,75.575,90.45,98.455,104.785,109.83,137.23880004882812,138.32966641901044,136.23068969180676,138.32966641901044,895300.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-07-27,AVB,AvalonBay Communities Inc,13.11,22.795,32.375,51.445,60.86,75.255,85.28,89.75,93.265,96.025,135.23765563964844,137.06580754385055,132.8753605287091,136.67459614599116,2249400.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-07-28,AVB,AvalonBay Communities Inc,12.7,22.485,32.275,51.285,60.64,75.03,84.99,89.4,92.855,95.625,137.13351440429688,138.0513499106221,134.7185626136969,135.04205617960034,979400.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-07-29,AVB,AvalonBay Communities Inc,15.32,27.56,40.09,63.93,75.235,92.21,103.395,107.955,111.35,113.945,139.66883850097656,141.007973271841,137.1335122459486,137.1335122459486,922000.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-01,AVB,AvalonBay Communities Inc,12.69,22.415,32.12,51.01,60.315,74.82,84.94,89.46,93.035,95.895,140.48133850097656,141.04558102379795,138.13409327949353,139.48827763017357,656200.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-02,AVB,AvalonBay Communities Inc,13.785,24.4,35.055,55.685,65.76,81.195,91.75,96.325,99.86,102.645,139.02178955078125,140.51891674882805,138.60049042437657,140.15780485184408,655200.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-03,AVB,AvalonBay Communities Inc,13.875,24.46,35.17,55.76,65.565,80.78,91.195,95.805,99.36,102.21,137.5472869873047,138.93155927198856,136.8777196283347,138.75099752546913,499100.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-04,AVB,AvalonBay Communities Inc,13.655,24.17,34.815,55.015,64.565,79.685,90.06,94.615,98.2,101.06,136.53164672851562,137.7729872199758,136.2307219618523,137.7729872199758,534300.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-05,AVB,AvalonBay Communities Inc,13.82,24.45,35.205,55.62,65.275,80.52,90.95,95.505,99.09,101.94,137.38929748535156,137.41939685030172,136.0351245307444,136.62193587228597,525400.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-08,AVB,AvalonBay Communities Inc,13.68,24.165,34.695,54.88,64.49,79.66,90.085,94.735,98.305,101.15,139.80426025390625,139.84939782164875,137.08085319102918,137.6751836322125,778100.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-09,AVB,AvalonBay Communities Inc,13.385,23.72,33.975,53.7,63.135,78.14,88.46,93.27,96.965,99.865,139.91712951660156,140.112740984976,138.14164549335442,139.58610532047214,633000.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-10,AVB,AvalonBay Communities Inc,13.29,23.625,33.775,53.31,62.74,77.68,87.97,92.82,96.535,99.48,138.23194885253906,140.38359490821014,137.64513733549674,140.19551399942614,659700.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-11,AVB,AvalonBay Communities Inc,13.195,23.385,33.485,53.02,62.49,77.42,87.64,92.485,96.17,99.11,136.40374755859375,138.35226232009853,135.57619874429102,138.35226232009853,589800.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-12,AVB,AvalonBay Communities Inc,13.46,23.615,33.855,53.64,63.035,78.13,88.5,93.445,97.13,100.04,136.0125732421875,138.14918090658796,135.66651082834818,136.5166401363587,602400.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-15,AVB,AvalonBay Communities Inc,13.31,23.455,33.745,53.78,63.22,78.39,88.785,93.735,97.425,100.31,136.74984741210938,136.99811554756477,136.2382614567494,136.42634233395387,1070700.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-16,AVB,AvalonBay Communities Inc,13.21,23.225,33.385,53.36,62.835,77.88,88.17,93.015,96.675,99.57,134.54554748535156,136.78748003890828,134.31984811344054,136.26084434460026,576200.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-17,AVB,AvalonBay Communities Inc,13.11,23.17,33.665,53.69,63.075,78.21,88.585,93.475,97.16,100.1,134.13926696777344,134.8915903815248,132.43900870578707,134.83892223238092,848300.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-18,AVB,AvalonBay Communities Inc,13.125,23.175,33.675,53.59,62.98,78.29,88.785,93.73,97.445,100.42,133.33428955078125,134.56809962105092,132.87537176052297,134.13175061723604,779300.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-19,AVB,AvalonBay Communities Inc,13.135,23.195,34.045,54.28,63.735,79.05,89.63,94.645,98.405,101.39,132.52932739257812,133.4772509906589,131.58139231495028,132.87538981810332,762700.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-22,AVB,AvalonBay Communities Inc,13.21,23.43,34.425,54.82,64.26,79.62,90.22,95.185,99.035,102.025,132.37130737304688,133.31171167589537,131.31052856434303,132.77756846042246,600500.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-23,AVB,AvalonBay Communities Inc,13.415,23.805,34.975,55.69,65.265,80.815,91.5,96.48,100.325,103.305,131.63401794433594,132.8527781022936,131.60391858168273,132.73240361076748,409900.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-24,AVB,AvalonBay Communities Inc,13.425,23.815,34.975,55.69,65.265,80.81,91.49,96.475,100.315,103.295,131.2654266357422,132.22088088113387,130.15199085312182,131.76196299755657,398300.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-25,AVB,AvalonBay Communities Inc,13.45,23.855,35.01,55.715,65.28,80.81,91.495,96.47,100.31,103.29,131.79205322265625,133.31175022983035,130.58834225462218,131.3632347059057,566500.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-26,AVB,AvalonBay Communities Inc,13.75,24.115,35.34,55.975,65.54,81.02,91.735,96.84,100.645,103.61,130.5657196044922,133.03333927254275,129.8510147183602,132.16064143201325,505100.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-29,AVB,AvalonBay Communities Inc,13.74,24.065,35.225,55.755,65.255,80.655,91.32,96.405,100.205,103.17,132.07034301757812,132.6496351088402,131.06223266206115,131.08480144020396,475200.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-30,AVB,AvalonBay Communities Inc,13.755,24.07,35.23,55.775,65.275,80.705,91.39,96.485,100.285,103.25,131.2202606201172,132.28855858918726,130.36261230807244,132.28855858918726,612600.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-08-31,AVB,AvalonBay Communities Inc,13.825,24.23,35.5,56.21,65.75,81.265,91.99,97.085,100.885,103.845,131.6640625,132.2283048288639,130.5205396454376,131.3556187513378,849000.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-09-01,AVB,AvalonBay Communities Inc,13.78,24.095,35.25,55.78,65.265,80.665,91.34,96.425,100.22,103.185,132.26597595214844,132.60451918837654,131.06978449368853,131.80705821606995,570800.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-09-02,AVB,AvalonBay Communities Inc,13.62,23.775,34.725,55.05,64.505,79.865,90.56,95.75,99.54,102.535,132.00265502929688,134.6056872929044,131.80704361881735,132.64212296478757,759500.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-09-06,AVB,AvalonBay Communities Inc,13.76,23.995,34.975,55.64,65.255,80.745,91.515,96.765,100.505,103.495,134.5380096435547,134.5380096435547,131.99515260131915,133.22144355025088,907100.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-09-07,AVB,AvalonBay Communities Inc,13.44,23.665,34.745,55.45,65.095,80.36,91.03,96.295,100.065,103.07,135.28282165527344,135.32795923000592,132.79262114692122,134.16937457399138,608900.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-09-08,AVB,AvalonBay Communities Inc,13.49,23.745,34.85,55.595,65.255,80.545,91.225,96.495,100.26,103.265,132.36378479003906,134.53047992027138,132.3336854245945,134.53047992027138,1334800.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-09-09,AVB,AvalonBay Communities Inc,13.51,23.76,34.86,55.605,65.255,80.53,91.195,96.455,100.215,103.215,127.66175842285156,130.91932009280015,127.66175842285156,130.18956548306684,858500.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-09-12,AVB,AvalonBay Communities Inc,13.555,23.805,34.9,55.62,65.25,80.495,91.14,96.385,100.13,103.115,129.8134002685547,130.30240586904216,127.16521878210794,127.55643015022412,966400.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-09-13,AVB,AvalonBay Communities Inc,13.57,23.82,34.905,55.635,65.265,80.505,91.145,96.395,100.14,103.12,127.0749740600586,129.1062453567336,126.81918680719467,128.54200269212686,979900.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-09-14,AVB,AvalonBay Communities Inc,13.585,23.83,34.91,55.64,65.25,80.465,91.095,96.335,100.07,103.05,128.8429412841797,129.32442795022703,127.248018855313,127.3834430786485,626600.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
2016-09-15,AVB,AvalonBay Communities Inc,13.595,23.84,34.925,55.645,65.25,80.48,91.11,96.345,100.08,103.06,130.36264038085938,130.40777796286415,128.14328792242506,128.6924809693961,824600.0,502.31,332.3,187.82,187.82,197.32,273.58,182.31,182.31,17395.07,6833.99,9856.52,275.4,132.47,284.97,84.77,1.43,137.44,2.88,66.15,37.39,37.39,39.29,0.02,39.28,8.34,4.73,6.0,502.31,187.82,187.82,197.32,1.43,137.31,39.29,40.92,69.26,4.03,106.24,94.13,0.06
