Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Non-GAAP Income from Operations - Company Reported,Non-GAAP Adjusted Net Earnings - Company Reported,Non-GAAP EPS Diluted - Company Reported,Non-GAAP Operating Margin % - Company Reported,Non-GAAP Free Cash Flow - Company Reported,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2020-07-29,MMM,3M Co,9.7903,14.6625,20.5731,27.8981,34.6291,40.2924,44.6636,48.3243,51.3014,54.1902,108.23788452148438,109.12457099562997,107.3165593878318,108.41106517717266,3973949.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-07-30,MMM,3M Co,9.5923,14.3609,20.1468,27.3177,33.9067,39.4821,43.792,47.4097,50.3542,53.22,105.37692260742188,107.17799986791705,104.85045299453405,106.89398819008927,3723148.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-07-31,MMM,3M Co,9.7437,14.5872,20.4631,27.7464,34.4384,40.0976,44.4714,48.1419,51.1293,54.0368,104.23392486572266,105.12061115800167,103.07708236839363,105.07211704463846,3906614.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-03,MMM,3M Co,9.5644,14.3092,20.0636,27.1965,33.7479,39.2998,43.5929,47.1982,50.133,52.9932,104.19236755371094,104.89201778332738,103.43037406904692,104.66341531328267,2708820.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-04,MMM,3M Co,9.4626,14.153,19.8405,26.8908,33.3665,38.8864,43.1614,46.7587,49.6888,52.5528,104.74654388427734,104.76732707668867,103.6728277816814,103.83908067912752,2314858.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-05,MMM,3M Co,9.4673,14.1573,19.8441,26.8939,33.3699,38.9144,43.2126,46.8354,49.7888,52.682,107.61441802978516,107.64905668654131,105.36307600554927,105.40464239365666,3162702.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-06,MMM,3M Co,9.345,13.9702,19.5771,26.5265,32.9078,38.4012,42.6661,46.2673,49.2049,52.0907,108.064697265625,108.40413082436889,107.15029991972166,108.01620314527709,3451417.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-07,MMM,3M Co,9.3802,14.0204,19.6447,26.6155,33.0163,38.5459,42.8441,46.4779,49.4431,52.3607,109.67874908447266,109.74108602829632,107.42047288087521,108.05777363367143,2612423.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-10,MMM,3M Co,9.4423,14.1056,19.7543,26.7547,33.1788,38.7131,43.0102,46.6381,49.5967,52.5035,111.83309173583984,111.94392278443257,109.83112927945287,109.83112927945287,2718269.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-11,MMM,3M Co,9.5529,14.2693,19.9809,27.0583,33.5522,39.1285,43.454,47.1013,50.0744,52.9904,113.1769790649414,115.43525508756036,112.94146148831089,113.69652097834903,4502342.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-12,MMM,3M Co,9.5556,14.2701,19.9781,27.05,33.5358,39.086,43.3849,47.0045,49.9512,52.8363,113.78656768798828,114.95726562355216,113.15618215203564,114.29918180805933,2486723.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-13,MMM,3M Co,9.5263,14.2229,19.9084,26.9512,33.4083,38.9696,43.2833,46.9238,49.8903,52.8044,114.89493560791016,116.02407999544539,114.12602061784034,114.65941801974448,3449264.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-14,MMM,3M Co,9.7161,14.5056,20.3013,27.4797,34.0587,39.6939,44.0563,47.7308,50.7222,53.6515,115.06118774414062,115.19974237370747,113.9666946634829,114.0290316049422,1922331.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-17,MMM,3M Co,9.8203,14.6524,20.4981,27.7382,34.3718,40.0464,44.4383,48.1348,51.1423,54.085,114.09831237792969,115.24822734526691,113.36402338635291,114.41696275189987,2473448.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-18,MMM,3M Co,9.6311,14.3644,20.0917,27.1861,33.6865,39.276,43.6072,47.2596,50.234,53.1534,113.86968994140625,114.60397880444728,113.44020857744901,113.9043285937844,1816844.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-19,MMM,3M Co,9.6716,14.4221,20.1699,27.2901,33.8135,39.4279,43.78,47.4521,50.4433,53.3811,113.58570861816406,114.7771900853497,113.45409434581242,114.2576480864221,2407309.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-20,MMM,3M Co,9.6991,14.4598,20.2193,27.3537,33.8895,39.4907,43.8269,47.4798,50.4526,53.3668,112.89295959472656,113.3709350880991,112.48424876659745,112.92759824827046,2380399.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-21,MMM,3M Co,9.7648,14.555,20.3492,27.5269,34.1021,39.7476,44.1207,47.8065,50.8077,53.7524,113.0397720336914,113.72481834228829,112.36171651423997,112.49452875108918,2398698.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-24,MMM,3M Co,9.7442,14.5131,20.2806,27.4249,33.9671,39.5819,43.9304,47.5948,50.5779,53.505,114.31200408935547,114.60559171380461,112.6483111180104,112.92792992136057,3114862.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-25,MMM,3M Co,9.5587,14.2307,19.8812,26.8804,33.2895,38.8147,43.0979,46.7134,49.6585,52.555,114.01139831542969,115.51431570403045,113.53606299460793,115.24168772460742,2318446.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-26,MMM,3M Co,9.7581,14.5261,20.2914,27.432,33.9682,39.6068,43.9786,47.6683,50.6737,53.6295,114.57064056396484,115.17880095163459,113.02579096804227,113.85064030637503,2994066.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-27,MMM,3M Co,9.7079,14.4467,20.1761,27.2727,33.7681,39.3631,43.698,47.3547,50.3314,53.2567,114.69645690917969,115.59121409947467,114.06733693888374,114.99005728464326,2781776.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-28,MMM,3M Co,9.7161,14.455,20.1835,27.2786,33.7712,39.35,43.6684,47.3061,50.2655,53.1695,115.80091094970703,116.15741562477027,114.58460313306409,115.08790159958058,3643375.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-08-31,MMM,3M Co,9.7732,14.5283,20.2771,27.3987,33.9146,39.5389,43.8959,47.5724,50.5641,53.5073,113.95551300048828,115.86385830160096,113.30540781582052,115.45142721468531,3445796.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-09-01,MMM,3M Co,9.7105,14.4301,20.1369,27.206,33.6723,39.2865,43.6423,47.3247,50.3243,53.2839,115.19975280761719,115.72402363181345,112.99081690391306,113.3613031505079,3469716.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-09-02,MMM,3M Co,9.4549,14.0433,19.592,26.4661,32.7546,38.2622,42.546,46.1782,49.1418,52.0779,118.49217224121094,118.83469533809586,115.43741476422892,115.45139634017626,4716665.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-09-03,MMM,3M Co,9.4344,14.0082,19.5385,26.3908,32.6583,38.1443,42.4127,46.0319,48.9833,51.9078,116.2552719116211,119.12826855486637,115.33255179491908,118.83468100919744,4163635.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-09-04,MMM,3M Co,9.7855,14.5294,20.2643,27.3699,33.8678,39.4927,43.8544,47.5394,50.5408,53.4997,115.87779998779297,118.21254439480451,114.57061203555841,117.56245219086114,3907332.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-09-08,MMM,3M Co,10.3551,15.3622,21.4124,28.9063,35.7521,41.8242,46.559,50.5908,53.8822,57.1623,114.06034088134766,115.77994729384433,113.15859294384005,115.74499335112826,3425224.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-09-09,MMM,3M Co,10.0128,14.8458,20.6881,27.9253,34.5382,40.2182,44.6095,48.3088,51.3172,54.2728,115.82888793945312,116.97528801287838,114.64054313291238,114.64054313291238,3255153.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
2020-09-10,MMM,3M Co,9.8356,14.5761,20.307,27.4074,33.8951,39.4193,43.6801,47.2583,50.1643,53.007,114.04635620117188,116.5069351046457,113.76675018087792,116.20635671929274,2456823.0,7176.0,3371.0,1399.0,1891.0,1303.0,4219.0,4466.0,45079.0,20762.0,10857.0,1905.0,492.0,370.0,-34.0,680.0,3.73,2.25,580.8,1408.0,1048.0,1.81,19.6,1476.0,46.98,26.35,19.5,22.99,21.03,18.16,6.48,49.34,12.3,19.28,7176.0,1399.0,1891.0,1303.0,2.25,576.02,46.06,65.54,190.22,10.21,154.37,0.35,64.78,89853.27,20762.0,58.0,4466.0,106207.27,0.75,20.46,15.27,3.99,60.94,0.81,49.34,0.35,17.35,1.94,1.36,0.15,6.38,57.39,8.03,45.58,3.89,94.03,105.84
