Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Non-GAAP Adjusted Net Earnings - Company Reported,Non-GAAP EPS Diluted - Company Reported,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2021-08-16,BSX,Boston Scientific Corp,5.8235,11.486,18.3612,26.8201,36.4656,45.4332,51.7346,56.8055,60.7077,63.8014,44.65999984741211,44.709999084472656,44.09000015258789,44.29999923706055,5261700.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
2021-08-17,BSX,Boston Scientific Corp,5.8723,11.4906,18.466,26.7947,36.6942,45.5568,51.7841,56.8016,60.6635,63.7259,45.150001525878906,45.380001068115234,44.369998931884766,44.630001068115234,8536400.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
2021-08-18,BSX,Boston Scientific Corp,6.1482,11.8654,18.2682,27.0465,36.802,45.3839,51.4145,56.3018,60.0796,63.0865,44.09000015258789,45.099998474121094,44.060001373291016,45.08000183105469,10536400.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
2021-08-19,BSX,Boston Scientific Corp,5.944,11.8703,19.1564,27.7982,38.0522,47.0014,53.2873,58.3256,62.1866,65.2361,44.27000045776367,44.56999969482422,43.79999923706055,43.9900016784668,4606900.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
2021-08-20,BSX,Boston Scientific Corp,6.4771,11.8398,18.9545,27.7347,37.5093,46.2389,52.3723,57.3209,61.1322,64.1556,44.439998626708984,44.5099983215332,43.939998626708984,44.20000076293945,5214800.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
2021-08-23,BSX,Boston Scientific Corp,5.9092,11.7592,18.7575,27.0212,37.1221,46.2897,52.7257,57.87,61.8091,64.9181,43.9900016784668,44.599998474121094,43.81999969482422,44.5,10137900.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
2021-08-24,BSX,Boston Scientific Corp,7.0613,11.483,18.4606,26.5725,36.4361,44.997,51.0079,55.8905,59.6712,62.6846,44.849998474121094,45.68000030517578,44.0099983215332,44.15999984741211,7916700.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
2021-08-25,BSX,Boston Scientific Corp,7.2322,11.538,18.5753,26.5331,36.1464,44.7512,50.7906,55.692,59.4862,62.5097,44.810001373291016,45.310001373291016,44.459999084472656,44.68000030517578,4271400.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
2021-08-26,BSX,Boston Scientific Corp,6.9563,11.6403,17.9572,26.6394,36.1127,44.6825,50.6947,55.5747,59.3538,62.3665,44.65999984741211,44.88999938964844,44.52000045776367,44.709999084472656,4011300.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
2021-08-27,BSX,Boston Scientific Corp,8.9155,10.8429,17.1059,25.9326,34.127,43.4032,49.9048,55.1305,59.1516,62.3402,44.79999923706055,45.040000915527344,44.59000015258789,44.849998474121094,4027500.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
2021-08-30,BSX,Boston Scientific Corp,7.2022,11.294,17.6278,25.9284,34.7813,43.6506,49.8671,54.8968,58.7867,61.8841,44.83000183105469,45.09000015258789,44.630001068115234,44.880001068115234,3659900.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
2021-08-31,BSX,Boston Scientific Corp,6.1315,11.6366,17.8834,26.238,35.6955,44.2652,50.2721,55.1572,58.9448,61.9675,45.150001525878906,45.27000045776367,44.68000030517578,44.88999938964844,6770000.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
2021-09-01,BSX,Boston Scientific Corp,6.5363,11.8517,18.0273,26.0718,35.6653,43.9499,49.7558,54.5076,58.2092,61.1753,45.58000183105469,45.70000076293945,44.90999984741211,45.33000183105469,5408500.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
2021-09-02,BSX,Boston Scientific Corp,6.7202,11.8309,17.9924,26.0456,35.5957,43.8269,49.595,54.3238,58.012,60.9704,45.060001373291016,45.869998931884766,44.95000076293945,45.79999923706055,7294900.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
2021-09-03,BSX,Boston Scientific Corp,6.7385,11.8033,17.9672,26.0616,35.544,43.8393,49.6512,54.4107,58.1196,61.0923,44.91999816894531,45.119998931884766,44.459999084472656,45.0,8243800.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
2021-09-07,BSX,Boston Scientific Corp,6.5822,11.78,18.0554,26.1033,35.8796,44.1607,49.9577,54.6973,58.3875,61.3432,45.099998474121094,45.15999984741211,44.27000045776367,44.65999984741211,3609900.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
2021-09-08,BSX,Boston Scientific Corp,6.7077,11.7932,18.0678,26.6458,36.3978,44.6655,50.4518,55.1758,58.8492,61.7878,45.5099983215332,45.79999923706055,44.86000061035156,45.029998779296875,5470400.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
2021-09-09,BSX,Boston Scientific Corp,6.9368,11.2332,17.5675,25.9509,35.8622,44.4698,50.492,55.3767,59.1598,62.1755,45.40999984741211,45.95000076293945,45.27000045776367,45.5,4944400.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
2021-09-10,BSX,Boston Scientific Corp,9.725,10.9044,17.2946,25.8741,35.2173,43.4684,49.2419,53.983,57.6827,60.6517,44.459999084472656,45.560001373291016,44.25,45.40999984741211,5105700.0,3077.0,1940.0,606.0,869.0,186.0,2675.0,2675.0,31168.0,9109.0,15942.0,642.0,308.0,120.0,645.0,505.0,0.0,0.12,1432.5,577.0,0.4,63.05,28.24,19.69,4.84,-24.83,6.04,2.79,3.34,1.88,21.77,3077.0,606.0,869.0,186.0,0.12,1421.72,29.23,36.36,57.14,7.05,1.0,0.0,60758.15,9109.0,0.0,2675.0,67192.15,0.36,4.95,1.79,1.96,3.51,1.05,3.34,1.0,3.34,1.66,1.31,0.09,7.15,51.19,8.11,45.12,3.02,121.18,127.25
