Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Non-GAAP Adjusted Net Earnings - Company Reported,Non-GAAP EPS Diluted - Company Reported,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2021-05-12,BSX,Boston Scientific Corp,6.6288,13.1767,20.9204,29.623,40.6796,49.0622,55.0176,61.4409,66.369,70.2598,41.349998474121094,42.34000015258789,41.22999954223633,42.34000015258789,9882700.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-05-13,BSX,Boston Scientific Corp,6.4991,13.3369,21.0745,29.624,40.5661,49.0242,55.032,61.4932,66.446,70.3527,41.61000061035156,41.880001068115234,41.33000183105469,41.5099983215332,5005900.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-05-14,BSX,Boston Scientific Corp,6.475,13.1465,20.8297,29.4367,40.1514,48.6262,54.6456,61.1193,66.0861,70.0077,41.54999923706055,42.040000915527344,41.540000915527344,41.84000015258789,4447600.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-05-17,BSX,Boston Scientific Corp,6.4104,13.0731,20.9807,29.1904,40.14,48.8636,55.0592,61.2385,65.9493,69.6487,41.720001220703125,41.81999969482422,41.22999954223633,41.5,5552100.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-05-18,BSX,Boston Scientific Corp,6.4633,12.9514,20.9065,29.4297,40.4105,49.0795,55.2338,61.3769,66.0606,69.7439,41.77000045776367,42.189998626708984,41.65999984741211,41.72999954223633,5212300.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-05-19,BSX,Boston Scientific Corp,6.6224,13.2227,21.1289,30.5347,41.331,49.6999,55.6416,61.6234,66.1935,69.79,41.43000030517578,41.5,41.040000915527344,41.2599983215332,5900600.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-05-20,BSX,Boston Scientific Corp,6.8118,13.5753,21.3585,30.0299,41.4397,49.7704,55.6834,61.642,66.1945,69.7789,41.91999816894531,42.279998779296875,41.22999954223633,41.36000061035156,4427500.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-05-21,BSX,Boston Scientific Corp,7.1389,13.6639,21.1922,30.3905,41.6359,49.7104,55.4432,61.2657,65.7289,69.2529,42.11000061035156,42.63999938964844,42.06999969482422,42.13999938964844,5203600.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-05-24,BSX,Boston Scientific Corp,6.9047,14.2375,21.2919,30.2623,41.5771,50.025,56.0199,62.0474,66.6447,70.2587,42.79999923706055,42.97999954223633,42.20000076293945,42.369998931884766,7790600.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-05-25,BSX,Boston Scientific Corp,6.458,13.146,20.9334,29.9659,40.9565,49.4765,55.5206,61.5856,66.2131,69.8528,43.029998779296875,43.34000015258789,42.68000030517578,43.0099983215332,5891500.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-05-26,BSX,Boston Scientific Corp,6.5404,13.5764,21.5344,30.653,41.4553,50.3035,56.5793,62.8255,67.5664,71.2793,41.83000183105469,42.349998474121094,41.04999923706055,41.52000045776367,10531800.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-05-27,BSX,Boston Scientific Corp,6.5202,13.6754,21.613,30.8559,41.4641,50.3526,56.6552,62.9235,67.679,71.3997,41.959999084472656,42.22999954223633,41.779998779296875,42.04999923706055,8004500.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-05-28,BSX,Boston Scientific Corp,7.932,13.5099,21.0087,30.6244,41.5236,49.3438,54.8914,60.5785,64.9574,68.4277,42.54999923706055,42.86000061035156,42.08000183105469,42.36000061035156,5720700.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-01,BSX,Boston Scientific Corp,6.6298,13.3332,21.0122,30.1022,41.0833,49.7928,55.9669,62.6862,67.7506,71.6884,42.93000030517578,43.20000076293945,42.5,42.81999969482422,8166500.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-02,BSX,Boston Scientific Corp,6.8325,13.0076,20.2435,29.7393,40.5324,49.2243,55.3803,62.068,67.1174,71.05,41.61000061035156,43.060001373291016,41.54999923706055,43.0,11253700.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-03,BSX,Boston Scientific Corp,6.616,12.9105,20.2804,29.483,40.5201,49.1004,55.1765,61.8014,66.8111,70.7189,41.349998474121094,41.540000915527344,40.869998931884766,41.36000061035156,5658900.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-04,BSX,Boston Scientific Corp,7.9421,12.7439,20.1706,29.357,40.3926,48.1983,53.7286,59.8943,64.6072,68.3193,42.029998779296875,42.119998931884766,41.400001525878906,41.779998779296875,5465300.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-07,BSX,Boston Scientific Corp,6.8137,12.9917,20.336,29.6646,40.4107,49.1079,55.2638,61.9641,67.0264,70.9733,42.13999938964844,42.70000076293945,42.0099983215332,42.209999084472656,7467400.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-08,BSX,Boston Scientific Corp,6.958,12.9562,20.518,29.386,40.3651,49.0197,55.1456,61.8218,66.8678,70.8031,42.02000045776367,42.38999938964844,41.43000030517578,42.369998931884766,4840000.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-09,BSX,Boston Scientific Corp,7.048,13.1137,20.2956,29.8022,40.4617,49.0218,55.0817,61.7086,66.7234,70.6383,42.33000183105469,42.400001525878906,42.02000045776367,42.04999923706055,3863500.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-10,BSX,Boston Scientific Corp,6.9509,13.0463,20.3941,29.4197,40.233,48.9971,55.201,61.9488,67.0459,71.0175,42.84000015258789,42.90999984741211,42.38999938964844,42.4900016784668,3992000.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-11,BSX,Boston Scientific Corp,6.939,12.9483,20.3938,29.3626,40.0436,48.7054,54.8378,61.5278,66.5923,70.5465,42.90999984741211,42.93000030517578,42.380001068115234,42.7599983215332,5352800.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-14,BSX,Boston Scientific Corp,6.8039,12.915,20.1066,29.3633,39.6328,48.3387,54.5028,61.2379,66.3433,70.3344,42.540000915527344,42.939998626708984,42.369998931884766,42.939998626708984,5034100.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-15,BSX,Boston Scientific Corp,6.6644,12.3386,19.504,28.636,38.8692,47.3312,53.3225,59.9097,64.9262,68.865,42.75,42.93000030517578,42.38999938964844,42.70000076293945,6396200.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-16,BSX,Boston Scientific Corp,6.7777,12.3738,19.5707,28.6689,38.7791,47.198,53.1581,59.7181,64.7186,68.6479,42.779998779296875,43.029998779296875,42.529998779296875,42.810001373291016,4910600.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-17,BSX,Boston Scientific Corp,6.819,12.3685,19.6642,28.5878,38.7911,47.2162,53.1818,59.7432,64.7446,68.6741,43.349998474121094,43.5,42.70000076293945,42.720001220703125,6578600.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-18,BSX,Boston Scientific Corp,7.148,12.2313,19.2735,28.5791,38.9081,47.303,53.2496,59.7918,64.7839,68.7103,43.02000045776367,43.36000061035156,42.810001373291016,43.11000061035156,8845300.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-21,BSX,Boston Scientific Corp,6.7824,12.3147,19.4522,28.6462,38.9123,47.5359,53.6462,60.3409,65.4357,69.4328,43.599998474121094,43.81999969482422,43.16999816894531,43.29999923706055,6706000.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-22,BSX,Boston Scientific Corp,6.6086,12.307,19.5177,28.6531,38.8132,47.5148,53.6762,60.4077,65.523,69.5316,43.83000183105469,43.91999816894531,43.290000915527344,43.529998779296875,5623300.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-23,BSX,Boston Scientific Corp,6.9901,12.553,19.6177,28.2579,38.31,46.9001,52.982,59.6523,64.7351,68.7278,43.790000915527344,43.970001220703125,43.619998931884766,43.790000915527344,3760400.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-24,BSX,Boston Scientific Corp,6.5924,12.25,19.3575,28.2918,37.993,46.8967,53.198,60.0375,65.2316,69.2996,43.709999084472656,44.20000076293945,43.709999084472656,43.9900016784668,6324800.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-25,BSX,Boston Scientific Corp,6.6659,11.9328,18.2774,27.2547,37.2614,45.3441,51.067,57.419,62.3088,66.1832,44.099998474121094,44.27000045776367,43.84000015258789,43.869998931884766,6884200.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
2021-06-28,BSX,Boston Scientific Corp,6.1523,12.2295,18.5393,27.4435,37.1169,45.9183,52.1449,58.9216,64.0872,68.1451,43.33000183105469,44.220001220703125,43.040000915527344,44.0,6762800.0,2752.0,1661.0,373.0,641.0,341.0,2016.0,2016.0,30900.0,9095.0,15719.0,285.0,268.0,84.0,258.0,183.0,0.0,0.23,1430.8,524.0,0.37,60.36,23.29,13.55,11.81,-4.92,12.39,2.47,1.36,0.81,21.77,2752.0,373.0,641.0,341.0,0.23,1420.57,29.43,36.65,57.86,4.55,1.0,0.0,54902.97,9095.0,0.0,2016.0,61981.97,0.33,2.21,0.73,2.07,1.52,1.12,1.36,1.0,1.36,1.8,1.38,0.09,6.31,57.98,7.06,51.84,2.84,128.95,135.1
