Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2016-01-15,AMZN,Amazon.com Inc,7.985,15.055,23.92,32.53,40.13,55.135,65.165,79.82,90.52,101.45,28.509000778198242,29.231000900268555,28.264999389648438,28.61199951171875,155690000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-01-19,AMZN,Amazon.com Inc,8.51,15.935,25.305,34.615,42.65,58.31,68.65,83.88,94.94,106.2,28.724000930786133,29.200000762939453,28.322500228881836,28.85449981689453,96144000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-01-20,AMZN,Amazon.com Inc,8.71,16.63,26.485,36.145,44.55,60.78,71.37,87.17,98.595,110.185,28.588499069213867,28.922500610351562,27.358999252319336,28.218000411987305,159328000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-01-21,AMZN,Amazon.com Inc,8.95,17.125,27.335,37.305,45.18,61.4,72.03,88.06,99.685,111.47,28.750999450683594,29.440500259399414,28.410999298095703,28.679000854492188,99044000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-01-22,AMZN,Amazon.com Inc,8.22,15.935,25.555,34.535,42.42,58.15,68.5,83.25,93.885,105.125,29.819000244140625,30.0049991607666,29.20549964904785,29.436500549316406,102402000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-01-25,AMZN,Amazon.com Inc,8.145,15.62,25.035,33.85,40.95,55.91,65.95,80.09,90.975,102.015,29.826499938964844,30.424999237060547,29.72800064086914,29.899499893188477,87922000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-01-26,AMZN,Amazon.com Inc,8.33,16.03,25.72,34.785,41.9,57.13,67.365,82.43,93.66,105.035,30.0625,30.225000381469727,29.518999099731445,30.172500610351562,75314000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-01-27,AMZN,Amazon.com Inc,8.165,15.765,25.295,34.175,41.12,56.07,66.18,80.92,92.075,103.375,29.167499542236328,30.16950035095215,28.93899917602539,30.09950065612793,103058000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-01-28,AMZN,Amazon.com Inc,8.145,16.03,25.505,34.19,41.86,57.46,67.805,83.13,94.51,106.045,31.767499923706055,31.902999877929688,29.877500534057617,30.418500900268555,280304000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-01-29,AMZN,Amazon.com Inc,9.73,19.15,30.465,40.845,50.0,65.075,75.105,89.14,99.575,110.0,29.350000381469727,29.649999618530273,28.5,28.599000930786133,293552000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-01,AMZN,Amazon.com Inc,9.54,18.685,29.705,39.84,48.73,63.46,73.335,87.05,97.38,107.72,28.74049949645996,29.09000015258789,28.515499114990234,28.907499313354492,127102000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-02,AMZN,Amazon.com Inc,9.35,18.45,29.345,39.22,48.02,62.61,72.39,85.965,95.92,105.91,27.604999542236328,28.577999114990234,27.504499435424805,28.5,126240000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-03,AMZN,Amazon.com Inc,9.69,19.19,30.49,40.715,49.92,65.06,75.12,89.36,99.625,109.89,26.553499221801758,27.799999237060547,26.094999313354492,27.674999237060547,200974000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-04,AMZN,Amazon.com Inc,9.53,18.92,30.055,40.09,49.54,64.61,74.65,88.39,98.635,108.9,26.812999725341797,26.949499130249023,25.961000442504883,26.25,123982000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-05,AMZN,Amazon.com Inc,9.45,18.815,29.885,39.87,49.34,64.42,74.425,87.97,98.065,108.16,25.10650062561035,26.47249984741211,24.95949935913086,26.464000701904297,194178000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-08,AMZN,Amazon.com Inc,9.57,19.035,30.245,40.65,50.0,65.24,75.325,88.775,98.715,108.69,24.405000686645508,24.674999237060547,23.760499954223633,24.32349967956543,196510000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-09,AMZN,Amazon.com Inc,10.255,19.95,31.735,42.805,52.66,68.585,79.015,92.96,103.335,113.7,24.103500366210938,24.91900062561035,23.700000762939453,23.90049934387207,141558000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-10,AMZN,Amazon.com Inc,10.13,19.995,31.835,42.92,53.33,69.46,80.0,94.01,103.845,114.3,24.52400016784668,25.232999801635742,24.299999237060547,24.58799934387207,135724000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-11,AMZN,Amazon.com Inc,9.995,19.225,30.855,41.53,51.23,66.87,77.12,90.535,99.875,110.39,25.19099998474121,25.46500015258789,24.200000762939453,24.558500289916992,147948000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-12,AMZN,Amazon.com Inc,10.32,19.96,32.035,43.13,52.89,68.97,79.465,93.19,103.115,113.4,25.354000091552734,25.837499618530273,25.074499130249023,25.53499984741211,107696000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-16,AMZN,Amazon.com Inc,9.63,19.02,30.215,40.44,49.77,65.67,76.145,89.7,99.025,109.31,26.05500030517578,26.22249984741211,25.58300018310547,25.974000930786133,102370000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-17,AMZN,Amazon.com Inc,10.115,19.765,31.525,42.21,51.6,67.865,78.495,92.37,102.65,113.12,26.704999923706055,26.874000549316406,25.969499588012695,26.437000274658203,96480000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-18,AMZN,Amazon.com Inc,10.005,19.7,31.51,42.145,51.73,67.925,78.475,92.22,102.105,112.46,26.25,27.059999465942383,26.186500549316406,27.059499740600586,94700000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-19,AMZN,Amazon.com Inc,9.645,18.835,30.13,40.35,49.43,64.935,75.195,88.52,98.26,108.45,26.7450008392334,26.797500610351562,25.767499923706055,26.035499572753906,99494000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-22,AMZN,Amazon.com Inc,9.795,19.215,30.72,40.96,50.09,65.735,76.085,89.72,100.01,110.32,27.975000381469727,28.032499313354492,27.054000854492188,27.110000610351562,111332000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-23,AMZN,Amazon.com Inc,9.41,18.27,29.445,39.39,47.33,61.785,71.635,84.42,94.235,104.11,27.64699935913086,27.845500946044922,27.26650047302246,27.77750015258789,81016000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-24,AMZN,Amazon.com Inc,9.92,19.055,30.54,41.42,50.71,66.14,76.765,90.97,101.08,111.23,27.70199966430664,27.713499069213867,26.657499313354492,27.287500381469727,124634000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-25,AMZN,Amazon.com Inc,9.965,19.145,30.685,41.65,51.0,62.775,70.925,80.845,87.995,95.0,27.75749969482422,27.969499588012695,27.26449966430664,27.775999069213867,90510000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-26,AMZN,Amazon.com Inc,9.855,18.92,30.28,41.095,50.4,62.035,70.13,80.015,87.09,94.02,27.761499404907227,28.125,27.65850067138672,28.006000518798828,97540000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-02-29,AMZN,Amazon.com Inc,9.77,18.775,30.02,40.71,49.96,60.145,68.07,77.4,84.53,91.39,27.625999450683594,28.24049949645996,27.625499725341797,27.700000762939453,82908000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-03-01,AMZN,Amazon.com Inc,9.76,18.795,30.08,40.81,50.09,60.015,67.925,77.17,84.34,91.21,28.95199966430664,28.962499618530273,27.799999237060547,27.81450080871582,100770000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-03-02,AMZN,Amazon.com Inc,9.6,18.435,29.485,40.005,49.12,58.745,66.56,75.645,82.765,89.58,29.010499954223633,29.25,28.684999465942383,29.087499618530273,91644000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-03-03,AMZN,Amazon.com Inc,9.775,18.875,30.25,41.02,50.22,60.045,67.965,77.18,84.385,91.28,28.874500274658203,28.993499755859375,28.655500411987305,28.898000717163086,54826000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
2016-03-04,AMZN,Amazon.com Inc,9.915,18.975,30.34,41.345,50.75,60.545,68.495,77.815,85.12,92.11,28.756999969482422,29.06999969482422,28.553499221801758,29.053499221801758,68330000.0,35747.0,11406.0,1109.0,2862.0,482.0,15890.0,19808.0,64747.0,17512.0,13384.0,8931.0,1752.0,1309.0,5181.0,6824.0,0.0,1.0,480.0,31.91,8.01,3.1,2.62,48.19,1.35,2.07,4.94,1.0,2.75,35747.0,1109.0,2862.0,482.0,1.0,471.0,27.05,56.68,130.84,9.64,1.0,0.0,316831.55,17512.0,0.0,19808.0,314535.55,1.79,1.47,2.63,4.94,13.0,0.39,4.94,1.0,4.94,1.05,0.75,0.03,19.0,19.27,3.89,94.13,7.73,47.36,-27.51
