Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2019-07-18,AMZN,Amazon.com Inc,8.425,13.67,19.36,27.695,36.49,42.865,48.565,52.73,56.145,59.04,98.8949966430664,99.375,97.57749938964844,99.00050354003906,69738000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-07-19,AMZN,Amazon.com Inc,8.56,13.66,19.185,26.995,35.06,41.41,47.085,51.095,54.405,57.21,98.22599792480469,99.80000305175781,98.11150360107422,99.56050109863281,63712000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-07-22,AMZN,Amazon.com Inc,8.61,13.75,19.305,27.145,35.24,41.61,47.305,51.315,54.62,57.5,99.28150177001953,99.44999694824219,97.91300201416016,98.55699920654297,58000000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-07-23,AMZN,Amazon.com Inc,8.47,13.505,18.965,26.685,34.68,40.98,46.62,50.565,53.84,56.62,99.72450256347656,99.8895034790039,98.65650177001953,99.79949951171875,54070000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-07-24,AMZN,Amazon.com Inc,8.425,13.44,18.875,26.555,34.51,40.79,46.415,50.35,53.62,56.4,100.04049682617188,100.06500244140625,98.29350280761719,98.46499633789062,52626000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-07-25,AMZN,Amazon.com Inc,8.44,13.495,18.905,26.575,34.54,40.89,46.545,50.495,53.77,56.55,98.69100189208984,100.05999755859375,98.63600158691406,100.05000305175781,82730000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-07-26,AMZN,Amazon.com Inc,8.465,13.535,18.965,26.635,34.62,40.975,46.635,50.59,53.865,56.645,97.15249633789062,97.54499816894531,96.22550201416016,97.0999984741211,98542000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-07-29,AMZN,Amazon.com Inc,8.52,13.595,19.085,26.855,34.93,41.34,47.05,51.04,54.345,57.165,95.62249755859375,96.61150360107422,94.5270004272461,96.5,89864000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-07-30,AMZN,Amazon.com Inc,7.91,13.025,18.675,26.56,34.76,41.17,46.885,50.88,54.19,57.015,94.92649841308594,95.49449920654297,94.17400360107422,94.55599975585938,58218000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-07-31,AMZN,Amazon.com Inc,8.14,13.155,18.865,26.845,35.13,41.585,47.335,51.365,54.695,57.535,93.33899688720703,94.97750091552734,92.47200012207031,94.90550231933594,89414000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-01,AMZN,Amazon.com Inc,8.005,13.155,18.835,26.735,34.99,41.3,46.91,50.875,54.135,57.035,92.76599884033203,94.89600372314453,92.20050048828125,93.58599853515625,94266000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-02,AMZN,Amazon.com Inc,7.64,12.895,18.485,26.25,34.37,40.63,46.205,50.17,53.51,56.705,91.16200256347656,92.31800079345703,90.4010009765625,92.25350189208984,99124000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-05,AMZN,Amazon.com Inc,8.1,13.36,19.055,27.12,35.53,42.055,47.845,51.95,55.33,58.235,88.25650024414062,89.43350219726562,87.43900299072266,88.51100158691406,121164000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-06,AMZN,Amazon.com Inc,8.275,13.52,19.295,27.49,36.01,42.61,48.465,52.62,56.04,58.93,89.3915023803711,89.6884994506836,87.66999816894531,89.61150360107422,101406000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-07,AMZN,Amazon.com Inc,8.135,13.46,19.135,27.075,35.25,41.9,47.77,52.22,56.36,59.915,89.66999816894531,89.94650268554688,87.8499984741211,88.69950103759766,90538000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-08,AMZN,Amazon.com Inc,8.385,13.86,19.705,27.905,36.33,43.11,49.09,53.6,57.32,60.285,91.64450073242188,91.71299743652344,89.90550231933594,90.30000305175781,74024000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-09,AMZN,Amazon.com Inc,8.215,13.455,19.125,27.065,35.23,41.855,47.715,52.155,55.82,59.015,90.37899780273438,91.55449676513672,90.11100006103516,91.44750213623047,57596000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-12,AMZN,Amazon.com Inc,8.53,13.895,19.745,27.955,36.37,43.14,49.11,53.615,57.08,59.98,89.24600219726562,90.04900360107422,88.8499984741211,89.79949951171875,58110000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-13,AMZN,Amazon.com Inc,8.5,13.86,19.695,27.875,36.27,43.025,48.99,53.49,56.96,59.855,91.21700286865234,91.58699798583984,89.0,89.1500015258789,79880000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-14,AMZN,Amazon.com Inc,8.245,13.255,18.815,26.605,34.62,41.13,46.91,51.3,54.93,58.12,88.14800262451172,89.78250122070312,87.86100006103516,89.65049743652344,97872000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-15,AMZN,Amazon.com Inc,8.11,14.105,20.235,28.625,37.24,44.12,50.17,54.71,58.44,61.505,88.80599975585938,89.4000015258789,88.0979995727539,89.09950256347656,75182000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-16,AMZN,Amazon.com Inc,8.355,14.05,19.95,28.22,36.72,43.54,49.55,54.08,57.81,60.985,89.62850189208984,90.14550018310547,89.22750091552734,89.64450073242188,60360000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-19,AMZN,Amazon.com Inc,7.74,13.805,19.795,27.995,36.41,43.185,49.165,53.68,57.395,60.46,90.80599975585938,91.30000305175781,90.63050079345703,90.90399932861328,56326000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-20,AMZN,Amazon.com Inc,7.535,13.625,19.59,27.64,35.93,42.57,48.425,52.835,56.46,59.44,90.06900024414062,90.84100341796875,89.99400329589844,90.7249984741211,38590000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-21,AMZN,Amazon.com Inc,7.245,13.415,19.785,28.49,37.02,43.79,49.74,54.2,57.74,60.5,91.177001953125,91.47899627685547,90.75,90.96949768066406,40636000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-22,AMZN,Amazon.com Inc,7.155,13.065,19.285,27.48,35.7,42.275,48.075,52.44,56.07,59.44,90.23300170898438,91.47049713134766,90.00499725341797,91.4000015258789,53070000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-23,AMZN,Amazon.com Inc,7.14,12.875,18.99,27.385,35.99,42.525,48.255,52.28,56.05,59.195,87.48100280761719,90.24500274658203,87.2614974975586,89.65149688720703,105416000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-26,AMZN,Amazon.com Inc,7.33,13.045,19.245,27.74,36.45,43.085,48.875,52.93,56.305,59.405,88.44349670410156,88.5,87.17549896240234,88.34549713134766,61600000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-27,AMZN,Amazon.com Inc,7.835,13.815,20.01,28.215,36.64,43.3,49.165,53.56,57.525,60.71,88.09149932861328,88.97000122070312,87.33399963378906,88.7864990234375,60394000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-28,AMZN,Amazon.com Inc,7.96,13.735,19.845,27.965,36.3,42.93,48.77,53.16,56.98,60.15,88.2125015258789,88.39299774169922,87.20249938964844,87.75,48394000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-29,AMZN,Amazon.com Inc,7.495,13.645,19.72,27.785,36.06,42.65,48.465,52.83,56.4,59.55,89.31999969482422,89.92749786376953,88.86250305175781,89.1500015258789,60302000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-08-30,AMZN,Amazon.com Inc,7.845,13.55,19.505,27.475,35.66,42.22,48.005,52.37,55.95,59.07,88.81449890136719,89.98699951171875,88.22850036621094,89.87449645996094,61174000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
2019-09-03,AMZN,Amazon.com Inc,7.82,13.645,19.71,28.06,36.4,43.045,48.89,53.17,56.665,59.82,89.49199676513672,90.04000091552734,88.4000015258789,88.5,70860000.0,72383.0,27597.0,3786.0,8048.0,2870.0,31750.0,41250.0,162648.0,49289.0,43549.0,16477.0,4262.0,3120.0,11141.0,12743.0,0.0,5.74,500.0,38.13,11.12,5.23,4.63,14.45,3.97,2.3,27.83,6.75,13.75,72383.0,3786.0,8048.0,2870.0,5.74,491.0,30.3,53.09,113.18,9.78,1.0,0.0,734416.21,49289.0,0.0,41250.0,742455.21,1.58,4.84,7.66,4.13,31.61,0.88,27.83,1.0,27.83,1.1,0.85,0.04,15.61,23.45,3.82,95.75,8.38,43.69,-28.61
