Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM","Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Non-GAAP Adjusted Net Earnings - Company Reported,Non-GAAP EPS Diluted - Company Reported,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2020-02-03,BMY,Bristol Myers Squibb Co,5.4523,8.7115,13.1089,17.5527,23.5627,29.4607,33.6204,38.6405,42.574,45.7244,53.08329391479492,53.63432823971198,52.64079182825278,52.6825364668178,15986500.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-02-04,BMY,Bristol Myers Squibb Co,5.013,8.0384,12.1155,16.5268,22.2694,28.5351,32.9499,37.3169,40.6969,43.3747,53.676082611083984,54.21877253336675,53.47570704756356,53.4924023570968,11740200.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-02-05,BMY,Bristol Myers Squibb Co,5.1745,7.7402,11.9642,16.193,21.5248,27.9347,32.4517,36.8267,40.2146,42.9002,54.761451721191406,54.978528946767746,54.14362340051516,54.20206653395989,14991600.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-02-06,BMY,Bristol Myers Squibb Co,4.8576,7.2538,10.7287,15.274,20.8112,26.8151,31.0445,35.2538,38.5454,41.1764,56.02217102050781,56.60660883057166,55.429388739744105,55.938681724734394,16488500.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-02-07,BMY,Bristol Myers Squibb Co,5.1499,7.748,11.461,15.7317,21.0011,27.123,31.4379,39.2839,45.3126,50.0598,55.31248474121094,55.94701465160393,54.970170457372966,55.67149433092794,13093400.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-02-10,BMY,Bristol Myers Squibb Co,4.9835,7.5545,11.3549,15.6256,21.0064,27.6101,32.2597,38.6706,43.718,47.7788,55.863529205322266,56.038858593253124,54.93678360495676,55.00357120286611,13218500.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-02-11,BMY,Bristol Myers Squibb Co,4.8155,7.3742,11.0837,15.3617,20.7119,27.1989,31.7611,37.9055,42.5396,46.1315,55.93032455444336,56.39787602354553,55.913629245108105,56.23089108107181,7261400.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-02-12,BMY,Bristol Myers Squibb Co,5.1134,7.563,11.1193,15.5235,20.7088,26.7439,30.9906,36.748,41.131,44.5545,55.93866729736328,56.356120038388376,55.579657685288765,56.01380573323261,11213700.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-02-13,BMY,Bristol Myers Squibb Co,5.2984,7.4673,11.1613,15.6232,20.6802,26.3892,30.4052,36.0893,40.4286,43.8245,55.17055892944336,55.896922663570315,55.137161943877665,55.704897958847155,9149500.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-02-14,BMY,Bristol Myers Squibb Co,5.2655,7.5856,11.3538,15.8006,21.3123,26.8872,30.8127,36.1303,40.2329,43.4744,55.4210319519043,55.79674329730396,55.087074804648076,55.31249651602845,7530700.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-02-18,BMY,Bristol Myers Squibb Co,5.0473,7.746,11.3928,16.0714,21.3694,27.819,32.3532,38.3773,42.9237,46.4479,55.162208557128906,55.91362481415298,54.63622036212392,55.52956903163484,13831900.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-02-19,BMY,Bristol Myers Squibb Co,4.852,7.7584,11.8106,15.766,21.7735,28.0133,32.3995,37.3304,41.1206,44.1075,54.86164474487305,55.14551595359223,54.56942906665039,55.10376812677869,9905400.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-02-20,BMY,Bristol Myers Squibb Co,4.8005,7.7309,11.8442,16.0436,21.3177,27.8743,32.483,37.5468,41.4394,44.5065,54.410789489746094,55.087067271049364,54.1770169707073,54.794845252427464,11360500.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-02-21,BMY,Bristol Myers Squibb Co,4.9123,7.8392,11.9706,16.5345,22.1097,28.206,32.4926,37.2901,40.9974,43.9316,54.79484939575195,54.99523131564291,54.10188262472337,54.16032575890227,10134800.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-02-24,BMY,Bristol Myers Squibb Co,5.3586,8.7633,13.2015,17.9614,24.3939,31.3853,36.297,41.6342,45.7124,48.9094,53.408912658691406,54.31895671211958,53.17513692316742,53.500752784978104,12105000.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-02-25,BMY,Bristol Myers Squibb Co,6.0988,9.7181,14.9972,20.3897,27.1296,33.7193,38.3489,43.5263,47.4741,50.5634,51.88103485107422,53.35881818447656,51.43018505073204,53.34211968984402,15706000.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-02-26,BMY,Bristol Myers Squibb Co,6.229,10.1404,15.3248,20.8619,28.1521,34.4376,38.8541,43.8487,47.6715,50.6716,51.797542572021484,52.9246638228845,51.43853292043152,51.55541919119811,11264600.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-02-27,BMY,Bristol Myers Squibb Co,6.5881,10.4591,16.2677,22.1764,29.6957,36.0368,40.4939,45.4472,49.2252,52.1802,49.743675231933594,51.41348636664913,49.726976738397006,50.92923960882388,20624800.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-02-28,BMY,Bristol Myers Squibb Co,7.3217,11.9818,18.2799,24.4115,32.4758,38.6716,43.0249,47.9504,51.6826,54.5833,49.30951690673828,49.43475081299464,47.06361921321614,48.22413727638066,28292500.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-03-02,BMY,Bristol Myers Squibb Co,6.4803,11.6862,17.1887,23.4352,31.4831,37.9996,42.5773,47.7372,51.6326,54.6495,50.378196716308594,50.7455539803987,48.99225374894878,49.735319115467185,19500300.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-03-03,BMY,Bristol Myers Squibb Co,7.015,11.175,17.2108,23.1293,30.9355,37.4256,41.9831,47.1201,51.0065,54.0252,49.42641067504883,51.63890853776507,48.708391370990995,50.81235380209813,18250100.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-03-04,BMY,Bristol Myers Squibb Co,5.9685,9.7356,15.1434,20.4611,27.5288,33.8617,38.3025,43.3925,47.2881,50.3468,51.329994201660156,51.4969759530988,49.83551246289788,50.26131608831203,18228300.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-03-05,BMY,Bristol Myers Squibb Co,6.6625,11.5373,16.9967,23.2849,31.5769,37.592,41.8104,46.7416,50.4915,53.4174,50.51179504394531,51.12962666567904,49.96075740722605,50.67877682156896,15119400.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-03-06,BMY,Bristol Myers Squibb Co,7.6426,12.5098,18.7446,25.3156,34.1871,39.9878,44.0548,48.91,52.5413,55.3345,50.353153228759766,50.444990160945714,49.059047120435736,49.15923807631247,14833900.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-03-09,BMY,Bristol Myers Squibb Co,8.2895,16.3032,17.7999,23.9662,43.5604,46.9626,49.3565,52.8856,55.5693,57.6633,48.14065933227539,49.3763193038895,46.75471608986517,46.76306374494838,22385900.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-03-10,BMY,Bristol Myers Squibb Co,6.4335,10.6602,15.9363,20.943,28.4686,34.9068,39.4238,44.283,47.9929,50.8958,48.36608123779297,49.21768532449924,46.67957155842313,49.1091467056776,24831000.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-03-11,BMY,Bristol Myers Squibb Co,7.3481,12.1936,18.3926,24.2663,33.0706,40.2882,45.1643,50.2682,54.0614,56.9561,47.18051528930664,48.39112907796964,46.59608390194233,47.40594018939524,19768800.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-03-12,BMY,Bristol Myers Squibb Co,9.644,15.9981,24.099,31.7682,43.2331,51.9627,57.4627,63.0624,67.0278,69.9208,44.041259765625,45.83630764615056,42.262910375256816,43.69060102705424,22963000.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-03-13,BMY,Bristol Myers Squibb Co,12.7854,20.3571,26.1583,33.3848,37.8147,42.5286,45.9592,49.9709,53.052,55.4757,45.91145706176758,46.33725748595295,43.231407856911865,45.82796459679171,23503600.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
2020-03-16,BMY,Bristol Myers Squibb Co,14.5324,22.453,29.3346,37.0905,37.6416,39.8166,41.7626,44.7529,47.2085,49.2463,42.67201614379883,44.884513576046366,40.083807454020835,41.85380922171254,20582800.0,7945.0,4383.0,1085.0,2337.0,-1060.0,12346.0,15393.0,129944.0,46733.0,51598.0,2038.0,1252.0,251.0,-17669.0,1119.0,0.18,2.62,-0.55,1918.0,2374.0,1.23,55.17,29.41,13.66,-1.62,-1.26,-13.34,6.6,10.48,4.2,6.5,7945.0,1085.0,2337.0,-1060.0,-0.55,2228.0,35.96,47.48,90.4,3.89,-103.02,0.51,49.37,150473.83,46733.0,0.0,100.0,15393.0,181913.83,0.32,19.03,6.03,2.51,15.12,0.7,10.48,0.12,1.23,1.6,1.37,0.09,3.89,94.02,4.15,88.09,3.28,111.47,117.39
