Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM","Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Non-GAAP Adjusted Net Earnings - Company Reported,Non-GAAP EPS Diluted - Company Reported,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Preferred Shareholders Equity,Minority Interest - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2021-03-01,BMY,Bristol Myers Squibb Co,9.0954,12.7692,17.8332,25.2656,35.0995,41.499,45.9696,51.2086,55.1562,58.2301,53.09019088745117,53.469220754031554,52.9954325992784,53.32277851675415,7321400.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-02,BMY,Bristol Myers Squibb Co,9.0702,12.7682,17.5403,24.844,34.6946,41.8156,46.7855,52.4252,56.6281,59.8677,52.78007507324219,53.563980082287515,52.72838783702321,53.36585060594757,9584900.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-03,BMY,Bristol Myers Squibb Co,8.0926,12.7319,17.8963,25.1783,34.6082,41.8481,46.8989,52.6046,56.8506,60.1193,52.33213806152344,52.848997369908766,51.660220303400244,52.5905677157161,13599900.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-04,BMY,Bristol Myers Squibb Co,8.9678,13.1697,18.8083,26.2894,36.1396,43.0376,47.848,53.3658,57.4761,60.6426,51.11750793457031,52.51303048330094,50.50589041281866,52.15122967982334,17309800.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-05,BMY,Bristol Myers Squibb Co,10.0677,13.5006,18.5297,26.371,36.6649,43.5279,48.3132,53.8116,57.903,61.052,52.05646896362305,52.19429830416468,51.10889265816318,51.26394779092566,14980100.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-08,BMY,Bristol Myers Squibb Co,9.2549,13.7207,19.0786,26.9857,37.5831,44.0137,48.4952,53.7547,57.6845,60.721,52.073699951171875,53.16772181950544,51.798041259981936,52.20291311422983,10617300.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-09,BMY,Bristol Myers Squibb Co,9.0938,13.1866,18.9634,26.3124,37.1571,44.0302,48.8183,54.3218,58.411,61.5552,52.17707061767578,53.28832155387296,52.1684577213356,52.36658719826745,12662500.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-10,BMY,Bristol Myers Squibb Co,10.0428,13.0514,17.7954,25.7952,35.5453,42.7825,47.8263,53.5318,57.7664,61.0187,52.48719024658203,52.78869092613556,52.08231508880076,52.66809065431415,10240200.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-11,BMY,Bristol Myers Squibb Co,8.6636,12.5672,17.5451,24.5841,33.8849,40.4273,44.9878,50.2948,54.2992,57.4205,51.987552642822266,52.711157502089456,51.987552642822266,52.547486187129394,10099500.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-12,BMY,Bristol Myers Squibb Co,9.1907,12.1743,16.8015,23.9131,33.0076,39.9641,44.8131,50.3465,54.5046,57.7323,52.23736572265625,52.49579530742839,51.85833588406447,52.056465341926796,8030000.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-15,BMY,Bristol Myers Squibb Co,8.1491,12.127,16.6934,23.6736,32.6208,39.6393,44.5248,50.0795,54.2499,57.4855,52.883445739746094,52.92651679311649,51.93586942115445,52.25459915942826,10949800.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-16,BMY,Bristol Myers Squibb Co,8.1477,11.8117,16.4475,23.0866,31.9951,39.2841,44.354,50.0521,54.3203,57.6251,53.32278060913086,53.52952298588335,52.84037625319034,52.84037625319034,10163000.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-17,BMY,Bristol Myers Squibb Co,7.7085,11.4857,16.2595,22.6551,31.014,37.8056,42.5312,47.3604,51.0827,54.047,53.563987731933594,53.874104621314736,52.93514105562682,53.4864585095883,9548100.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-18,BMY,Bristol Myers Squibb Co,7.9736,11.3935,15.8627,22.1958,30.0857,36.955,41.7311,46.5933,50.3427,53.3302,53.693199157714844,54.47710420512725,53.28832400279372,53.391695194180265,12145600.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-19,BMY,Bristol Myers Squibb Co,7.5217,10.6676,14.71,20.9202,28.7524,35.7498,40.6104,45.532,49.3309,52.3608,54.01193618774414,54.05500724944572,52.86622688703597,53.469231609192306,32082200.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-22,BMY,Bristol Myers Squibb Co,8.0274,12.1297,16.9557,23.9478,33.0645,39.8938,44.7837,49.0955,52.4776,55.1962,54.59770202636719,54.71830229192547,53.503680167771584,53.58120937936059,16103400.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-23,BMY,Bristol Myers Squibb Co,7.6129,11.9365,16.6784,23.5736,32.3868,38.9898,43.7211,47.9199,51.2321,53.9191,53.94301223754883,54.72691727974652,53.91717026140183,54.59770411290063,11014500.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-24,BMY,Bristol Myers Squibb Co,7.711,12.0887,16.7792,23.2444,32.216,38.9198,43.7232,47.9767,51.3282,54.0441,53.66735076904297,54.175597085744165,53.641508794229416,53.80518011156648,9626300.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-25,BMY,Bristol Myers Squibb Co,8.2612,12.0862,16.7717,23.7886,33.0468,38.9803,43.2352,47.1008,50.1884,52.7154,54.08945846557617,54.27035887315339,53.39169552563569,54.27035887315339,11157300.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-26,BMY,Bristol Myers Squibb Co,8.6992,12.1719,16.7188,23.4176,32.6824,38.5406,42.7389,46.566,49.6309,52.1449,55.08011245727539,55.114570620756176,54.12392306651874,54.22729427084975,12537800.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-29,BMY,Bristol Myers Squibb Co,8.2652,11.9189,16.606,23.3705,32.0873,38.2807,42.7144,46.707,49.8861,52.4855,55.19209289550781,55.49359357272005,54.838904979583084,55.01119248918047,9703200.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-30,BMY,Bristol Myers Squibb Co,8.1661,11.8482,16.2297,23.4616,32.1232,38.2151,42.5771,47.683,51.6362,54.7848,54.53740692138672,55.20071172921804,54.41680335859923,55.13179540762519,12232700.0,11068.0,6240.0,1133.0,3868.0,-10027.0,14546.0,15831.0,118481.0,50676.0,37822.0,3670.0,3762.0,283.0,-4887.0,2366.0,0.19,2.97,-4.45,2252.0,3331.0,1.46,56.38,34.95,10.24,-94.43,16.79,-90.59,9.46,-20.16,-7.24,0.56,11068.0,1133.0,3868.0,-10027.0,-4.45,2221.0,42.77,57.22,133.77,3.19,-906.6,0.45,54.65,140172.39,50676.0,0.0,60.0,15831.0,175077.39,0.34,-16.16,-5.53,2.77,-15.34,-0.01,-20.16,-2.56,-29.51,1.58,1.47,0.09,5.25,69.67,8.07,45.33,6.54,55.96,80.29
2021-03-31,BMY,Bristol Myers Squibb Co,8.0615,11.5194,15.7024,22.3063,30.5825,36.8934,41.4112,46.6306,50.6724,53.8932,54.80653381347656,55.362151548244626,54.50267808795201,54.606858897028225,12679000.0,11073.0,6057.0,2532.0,5200.0,2029.0,10982.0,12930.0,112435.0,46282.0,37605.0,3824.0,3007.0,173.0,-3652.0,2543.0,0.18,2.98,0.89,2265.0,3952.0,1.74,54.7,46.96,22.87,22.85,19.8,18.32,9.25,-14.21,-5.13,0.56,11073.0,2532.0,5200.0,2029.0,0.89,2232.84,41.16,55.13,122.85,7.17,184.06,0.46,54.33,140959.43,46282.0,0.0,68.0,12930.0,174379.43,0.35,-9.43,-3.34,2.76,-9.21,-0.01,-14.21,-2.56,-23.92,1.56,1.45,0.09,5.05,72.46,6.58,55.59,8.3,44.07,60.93
2021-04-01,BMY,Bristol Myers Squibb Co,7.4455,10.5715,14.2394,20.594,28.5827,34.6473,38.9893,44.0403,47.9899,51.1609,54.63290786743164,54.9888507210897,54.29432848367681,54.84994627360712,9725600.0,11073.0,6057.0,2532.0,5200.0,2029.0,10982.0,12930.0,112435.0,46282.0,37605.0,3824.0,3007.0,173.0,-3652.0,2543.0,0.18,2.98,0.89,2265.0,3952.0,1.74,54.7,46.96,22.87,22.85,19.8,18.32,9.25,-14.21,-5.13,0.56,11073.0,2532.0,5200.0,2029.0,0.89,2232.84,41.16,55.13,122.85,7.17,184.06,0.46,54.33,140959.43,46282.0,0.0,68.0,12930.0,174379.43,0.35,-9.43,-3.34,2.76,-9.21,-0.01,-14.21,-2.56,-23.92,1.56,1.45,0.09,5.05,72.46,6.58,55.59,8.3,44.07,60.93
2021-04-05,BMY,Bristol Myers Squibb Co,6.8161,9.7793,13.9462,20.3031,27.5409,33.9895,38.6047,43.8714,47.9696,51.2481,54.83256912231445,55.21455542964552,54.58948722780763,54.60685069337846,8868100.0,11073.0,6057.0,2532.0,5200.0,2029.0,10982.0,12930.0,112435.0,46282.0,37605.0,3824.0,3007.0,173.0,-3652.0,2543.0,0.18,2.98,0.89,2265.0,3952.0,1.74,54.7,46.96,22.87,22.85,19.8,18.32,9.25,-14.21,-5.13,0.56,11073.0,2532.0,5200.0,2029.0,0.89,2232.84,41.16,55.13,122.85,7.17,184.06,0.46,54.33,140959.43,46282.0,0.0,68.0,12930.0,174379.43,0.35,-9.43,-3.34,2.76,-9.21,-0.01,-14.21,-2.56,-23.92,1.56,1.45,0.09,5.05,72.46,6.58,55.59,8.3,44.07,60.93
2021-04-06,BMY,Bristol Myers Squibb Co,7.5188,10.1149,13.9761,20.1606,27.3384,34.0307,38.8183,44.2405,48.4484,51.8077,53.80815124511719,54.954113551461006,53.73001730096908,54.8759796073129,14002200.0,11073.0,6057.0,2532.0,5200.0,2029.0,10982.0,12930.0,112435.0,46282.0,37605.0,3824.0,3007.0,173.0,-3652.0,2543.0,0.18,2.98,0.89,2265.0,3952.0,1.74,54.7,46.96,22.87,22.85,19.8,18.32,9.25,-14.21,-5.13,0.56,11073.0,2532.0,5200.0,2029.0,0.89,2232.84,41.16,55.13,122.85,7.17,184.06,0.46,54.33,140959.43,46282.0,0.0,68.0,12930.0,174379.43,0.35,-9.43,-3.34,2.76,-9.21,-0.01,-14.21,-2.56,-23.92,1.56,1.45,0.09,5.05,72.46,6.58,55.59,8.3,44.07,60.93
2021-04-07,BMY,Bristol Myers Squibb Co,6.8973,9.938,14.3041,19.9926,27.7944,34.1307,38.6631,43.4091,47.1023,50.0574,53.87760543823242,54.29431870563288,53.76474456005855,53.834195115420634,11799700.0,11073.0,6057.0,2532.0,5200.0,2029.0,10982.0,12930.0,112435.0,46282.0,37605.0,3824.0,3007.0,173.0,-3652.0,2543.0,0.18,2.98,0.89,2265.0,3952.0,1.74,54.7,46.96,22.87,22.85,19.8,18.32,9.25,-14.21,-5.13,0.56,11073.0,2532.0,5200.0,2029.0,0.89,2232.84,41.16,55.13,122.85,7.17,184.06,0.46,54.33,140959.43,46282.0,0.0,68.0,12930.0,174379.43,0.35,-9.43,-3.34,2.76,-9.21,-0.01,-14.21,-2.56,-23.92,1.56,1.45,0.09,5.05,72.46,6.58,55.59,8.3,44.07,60.93
2021-04-08,BMY,Bristol Myers Squibb Co,7.4943,9.8097,14.1502,19.8511,27.7448,34.2582,38.9146,43.7561,47.5113,50.508,53.74738693237305,54.19014379216735,53.61716257327547,53.999152260365406,7846900.0,11073.0,6057.0,2532.0,5200.0,2029.0,10982.0,12930.0,112435.0,46282.0,37605.0,3824.0,3007.0,173.0,-3652.0,2543.0,0.18,2.98,0.89,2265.0,3952.0,1.74,54.7,46.96,22.87,22.85,19.8,18.32,9.25,-14.21,-5.13,0.56,11073.0,2532.0,5200.0,2029.0,0.89,2232.84,41.16,55.13,122.85,7.17,184.06,0.46,54.33,140959.43,46282.0,0.0,68.0,12930.0,174379.43,0.35,-9.43,-3.34,2.76,-9.21,-0.01,-14.21,-2.56,-23.92,1.56,1.45,0.09,5.05,72.46,6.58,55.59,8.3,44.07,60.93
2021-04-09,BMY,Bristol Myers Squibb Co,7.6595,10.0675,14.1426,19.8331,27.8446,34.1058,38.5829,44.2507,48.645,52.1478,54.3550910949707,54.38113464017952,53.54770807606968,53.65188556864772,7868000.0,11073.0,6057.0,2532.0,5200.0,2029.0,10982.0,12930.0,112435.0,46282.0,37605.0,3824.0,3007.0,173.0,-3652.0,2543.0,0.18,2.98,0.89,2265.0,3952.0,1.74,54.7,46.96,22.87,22.85,19.8,18.32,9.25,-14.21,-5.13,0.56,11073.0,2532.0,5200.0,2029.0,0.89,2232.84,41.16,55.13,122.85,7.17,184.06,0.46,54.33,140959.43,46282.0,0.0,68.0,12930.0,174379.43,0.35,-9.43,-3.34,2.76,-9.21,-0.01,-14.21,-2.56,-23.92,1.56,1.45,0.09,5.05,72.46,6.58,55.59,8.3,44.07,60.93
